# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07415184	-2.07433096	-2.07415184	0.00017913
2840500000.000000	-2.07423326	-2.07426583	-2.07423326	0.00003257
2841000000.000000	-2.07280025	-2.07330506	-2.07280025	0.00050481
2841500000.000000	-2.07304452	-2.07317479	-2.07304452	0.00013027
2842000000.000000	-2.07278397	-2.07304452	-2.07278397	0.00026055
2842500000.000000	-2.07237687	-2.07314222	-2.07237687	0.00076535
2843000000.000000	-2.07314222	-2.07384244	-2.07314222	0.00070022
2843500000.000000	-2.07439610	-2.07473807	-2.07439610	0.00034197
2844000000.000000	-2.07371217	-2.07385872	-2.07371217	0.00014656
2844500000.000000	-2.07286539	-2.07299566	-2.07286539	0.00013027
2845000000.000000	-2.07317479	-2.07306080	-2.07317479	-0.00011399
2845500000.000000	-2.07216517	-2.07263741	-2.07216517	0.00047224
2846000000.000000	-2.07198605	-2.07166036	-2.07198605	-0.00032568
2846500000.000000	-2.07201862	-2.07161151	-2.07201862	-0.00040710
2847000000.000000	-2.07074845	-2.07074845	-2.07074845	0.00000000
2847500000.000000	-2.07161151	-2.07135097	-2.07161151	-0.00026055
2848000000.000000	-2.07206747	-2.07239315	-2.07206747	0.00032568
2848500000.000000	-2.07081359	-2.07096015	-2.07081359	0.00014656
2849000000.000000	-2.07148124	-2.07149752	-2.07148124	0.00001628
2849500000.000000	-2.07096015	-2.07047162	-2.07096015	-0.00048852
2850000000.000000	-2.07056933	-2.07073217	-2.07056933	0.00016284
2850500000.000000	-2.06939687	-2.06938059	-2.06939687	-0.00001628
2851000000.000000	-2.06985283	-2.06970627	-2.06985283	-0.00014656
2851500000.000000	-2.06859895	-2.06871294	-2.06859895	0.00011399
2852000000.000000	-2.06858266	-2.06879436	-2.06858266	0.00021169
2852500000.000000	-2.06780102	-2.06742649	-2.06780102	-0.00037454
2853000000.000000	-2.06566780	-2.06540726	-2.06566780	-0.00026055
2853500000.000000	-2.06400682	-2.06433250	-2.06400682	0.00032568
2854000000.000000	-2.06285065	-2.06272037	-2.06285065	-0.00013027
2854500000.000000	-2.06104311	-2.06114081	-2.06104311	0.00009770
2855000000.000000	-2.06149906	-2.06107568	-2.06149906	-0.00042339
2855500000.000000	-2.05855163	-2.05931699	-2.05855163	0.00076535
2856000000.000000	-2.05654869	-2.05635328	-2.05654869	-0.00019541
2856500000.000000	-2.05467601	-2.05428519	-2.05467601	-0.00039082
2857000000.000000	-2.05150060	-2.05169601	-2.05150060	0.00019541
2857500000.000000	-2.04677820	-2.04690848	-2.04677820	0.00013027
2858000000.000000	-2.04291886	-2.04308170	-2.04291886	0.00016284
2858500000.000000	-2.04036225	-2.04052509	-2.04036225	0.00016284
2859000000.000000	-2.03632379	-2.03640521	-2.03632379	0.00008142
2859500000.000000	-2.03065691	-2.03057549	-2.03065691	-0.00008142
2860000000.000000	-2.02665101	-2.02622762	-2.02665101	-0.00042339
2860500000.000000	-2.01911145	-2.01961626	-2.01911145	0.00050481
2861000000.000000	-2.01432392	-2.01497528	-2.01432392	0.00065137
2861500000.000000	-2.00818480	-2.00820108	-2.00818480	0.00001628
2862000000.000000	-2.00018929	-2.00010786	-2.00018929	-0.00008142
2862500000.000000	-1.99225891	-1.99227519	-1.99225891	0.00001628
2863000000.000000	-1.98374231	-1.98392143	-1.98374231	0.00017913
2863500000.000000	-1.97563281	-1.97569794	-1.97563281	0.00006514
2864000000.000000	-1.96711620	-1.96708363	-1.96711620	-0.00003257
2864500000.000000	-1.96278462	-1.96291490	-1.96278462	0.00013027
2865000000.000000	-1.95760627	-1.95760627	-1.95760627	0.00000000
2865500000.000000	-1.95460999	-1.95514736	-1.95460999	0.00053738
2866000000.000000	-1.95262332	-1.95262332	-1.95262332	0.00000000
2866500000.000000	-1.95467512	-1.95491938	-1.95467512	0.00024426
2867000000.000000	-1.95560332	-1.95517993	-1.95560332	-0.00042339
2867500000.000000	-1.96252408	-1.96275205	-1.96252408	0.00022798
2868000000.000000	-1.97200144	-1.97221314	-1.97200144	0.00021169
2868500000.000000	-1.98384001	-1.98369345	-1.98384001	-0.00014656
2869000000.000000	-1.98809017	-1.98791105	-1.98809017	-0.00017913
2869500000.000000	-1.98110428	-1.98097400	-1.98110428	-0.00013027
2870000000.000000	-1.96993336	-1.96988451	-1.96993336	-0.00004885
2870500000.000000	-1.96094451	-1.96071654	-1.96094451	-0.00022798
2871000000.000000	-1.95511479	-1.95578244	-1.95511479	0.00066765
2871500000.000000	-1.95171141	-1.95197195	-1.95171141	0.00026055
2872000000.000000	-1.95605927	-1.95620583	-1.95605927	0.00014656
2872500000.000000	-1.95488682	-1.95459370	-1.95488682	-0.00029311
2873000000.000000	-1.95786681	-1.95772026	-1.95786681	-0.00014656
2873500000.000000	-1.96140047	-1.96130277	-1.96140047	-0.00009770
2874000000.000000	-1.96877718	-1.96864691	-1.96877718	-0.00013027
2874500000.000000	-1.98243958	-1.98253728	-1.98243958	0.00009770
2875000000.000000	-1.99084219	-1.99087476	-1.99084219	0.00003257
2875500000.000000	-1.99878885	-1.99867486	-1.99878885	-0.00011399
2876000000.000000	-2.00754972	-2.00738687	-2.00754972	-0.00016284
2876500000.000000	-2.01359113	-2.01372140	-2.01359113	0.00013027
2877000000.000000	-2.02023506	-2.01981167	-2.02023506	-0.00042339
2877500000.000000	-2.02691155	-2.02715582	-2.02691155	0.00024426
2878000000.000000	-2.03225275	-2.03197592	-2.03225275	-0.00027683
2878500000.000000	-2.03599810	-2.03606324	-2.03599810	0.00006514
2879000000.000000	-2.04168127	-2.04197438	-2.04168127	0.00029311
2879500000.000000	-2.04477525	-2.04475897	-2.04477525	-0.00001628
2880000000.000000	-2.05008388	-2.04954651	-2.05008388	-0.00053738
2880500000.000000	-2.05294989	-2.05296617	-2.05294989	0.00001628
2881000000.000000	-2.05221710	-2.05247765	-2.05221710	0.00026055
2881500000.000000	-2.05610901	-2.05615787	-2.05610901	0.00004885
2882000000.000000	-2.05615787	-2.05607645	-2.05615787	-0.00008142
2882500000.000000	-2.06081513	-2.06105939	-2.06081513	0.00024426
2883000000.000000	-2.05876333	-2.05845393	-2.05876333	-0.00030940
2883500000.000000	-2.06166190	-2.06164562	-2.06166190	-0.00001628
2884000000.000000	-2.06332289	-2.06359972	-2.06332289	0.00027683
2884500000.000000	-2.06350201	-2.06394168	-2.06350201	0.00043967
2885000000.000000	-2.06811042	-2.06771960	-2.06811042	-0.00039082
2885500000.000000	-2.06820813	-2.06806157	-2.06820813	-0.00014656
2886000000.000000	-2.06584693	-2.06587950	-2.06584693	0.00003257
2886500000.000000	-2.06786616	-2.06760561	-2.06786616	-0.00026055
2887000000.000000	-2.06703567	-2.06755676	-2.06703567	0.00052109
