# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.08153800	-2.08107944	1.00022035	-0.00045856
2840500000.000000	-2.08147416	-2.08152823	0.99997403	0.00005406
2841000000.000000	-2.08125986	-2.08071858	1.00026014	-0.00054128
2841500000.000000	-2.08079805	-2.08043589	1.00017408	-0.00036216
2842000000.000000	-2.07965620	-2.08417375	0.99783245	0.00451755
2842500000.000000	-2.08069024	-2.08114229	0.99978279	0.00045205
2843000000.000000	-2.08042677	-2.08112764	0.99966323	0.00070087
2843500000.000000	-2.08048767	-2.08103156	0.99973864	0.00054389
2844000000.000000	-2.08236621	-2.07680550	1.00267753	-0.00556071
2844500000.000000	-2.08086904	-2.07774184	1.00150510	-0.00312721
2845000000.000000	-2.08062543	-2.07983924	1.00037801	-0.00078620
2845500000.000000	-2.07993368	-2.07953602	1.00019122	-0.00039766
2846000000.000000	-2.07883353	-2.07928785	0.99978150	0.00045433
2846500000.000000	-2.08063423	-2.07864561	1.00095669	-0.00198862
2847000000.000000	-2.07911427	-2.07912599	0.99999436	0.00001172
2847500000.000000	-2.07877393	-2.07894882	0.99991587	0.00017489
2848000000.000000	-2.07818184	-2.07851371	0.99984033	0.00033187
2848500000.000000	-2.07745459	-2.07741257	1.00002022	-0.00004201
2849000000.000000	-2.07690386	-2.07734027	0.99978992	0.00043641
2849500000.000000	-2.07638439	-2.07679084	0.99980429	0.00040645
2850000000.000000	-2.07595189	-2.07671691	0.99963162	0.00076503
2850500000.000000	-2.07704879	-2.07551059	1.00074112	-0.00153820
2851000000.000000	-2.07558614	-2.07534481	1.00011628	-0.00024133
2851500000.000000	-2.07472602	-2.07443909	1.00013832	-0.00028693
2852000000.000000	-2.07298264	-2.07292206	1.00002922	-0.00006058
2852500000.000000	-2.07141089	-2.07225702	0.99959169	0.00084612
2853000000.000000	-2.07136497	-2.07155908	0.99990630	0.00019411
2853500000.000000	-2.06963853	-2.06957404	1.00003116	-0.00006449
2854000000.000000	-2.06847454	-2.06846249	1.00000583	-0.00001205
2854500000.000000	-2.06640775	-2.06618629	1.00010719	-0.00022146
2855000000.000000	-2.06488356	-2.06502100	0.99993344	0.00013744
2855500000.000000	-2.06255004	-2.06254548	1.00000221	-0.00000456
2856000000.000000	-2.06042333	-2.06039402	1.00001423	-0.00002931
2856500000.000000	-2.05919779	-2.05899652	1.00009775	-0.00020127
2857000000.000000	-2.05597646	-2.05627120	0.99985666	0.00029474
2857500000.000000	-2.05290951	-2.05317787	0.99986929	0.00026836
2858000000.000000	-2.04933384	-2.04952436	0.99990704	0.00019052
2858500000.000000	-2.04642842	-2.04416330	1.00110809	-0.00226512
2859000000.000000	-2.04118330	-2.04095955	1.00010963	-0.00022374
2859500000.000000	-2.03614629	-2.03619156	0.99997777	0.00004527
2860000000.000000	-2.02852499	-2.02908158	0.99972569	0.00055659
2860500000.000000	-2.02411883	-2.02389020	1.00011297	-0.00022863
2861000000.000000	-2.01980418	-2.01943551	1.00018256	-0.00036867
2861500000.000000	-2.01086582	-2.01006106	1.00040037	-0.00080476
2862000000.000000	-2.00194374	-2.00183008	1.00005678	-0.00011366
2862500000.000000	-1.99397917	-1.99411074	0.99993402	0.00013158
2863000000.000000	-1.98515610	-1.98502094	1.00006809	-0.00013516
2863500000.000000	-1.97619135	-1.97604740	1.00007285	-0.00014395
2864000000.000000	-1.96860197	-1.96824241	1.00018268	-0.00035955
2864500000.000000	-1.96277355	-1.96233420	1.00022389	-0.00043935
2865000000.000000	-1.95497442	-1.95608891	0.99943025	0.00111449
2865500000.000000	-1.95226116	-1.95337337	0.99943062	0.00111221
2866000000.000000	-1.95042822	-1.95113072	0.99963995	0.00070250
2866500000.000000	-1.95134925	-1.95132124	1.00001435	-0.00002801
2867000000.000000	-1.95486662	-1.95414035	1.00037166	-0.00072627
2867500000.000000	-1.96156168	-1.96224692	0.99965079	0.00068524
2868000000.000000	-1.97203987	-1.97166404	1.00019062	-0.00037584
2868500000.000000	-1.98346222	-1.98271966	1.00037451	-0.00074256
2869000000.000000	-1.98712843	-1.98801559	0.99955375	0.00088716
2869500000.000000	-1.98080172	-1.98018911	1.00030937	-0.00061261
2870000000.000000	-1.96852739	-1.96866678	0.99992919	0.00013939
2870500000.000000	-1.95904285	-1.95832375	1.00036721	-0.00071911
2871000000.000000	-1.95252008	-1.95377949	0.99935540	0.00125942
2871500000.000000	-1.94939320	-1.94982310	0.99977952	0.00042990
2872000000.000000	-1.95011849	-1.95006541	1.00002722	-0.00005309
2872500000.000000	-1.95256828	-1.95199508	1.00029365	-0.00057320
2873000000.000000	-1.95977499	-1.95915782	1.00031502	-0.00061717
2873500000.000000	-1.95917215	-1.96033191	0.99940839	0.00115976
2874000000.000000	-1.96579882	-1.96590401	0.99994649	0.00010520
2874500000.000000	-1.97473229	-1.97461863	1.00005756	-0.00011366
2875000000.000000	-1.98385336	-1.98395335	0.99994960	0.00009998
2875500000.000000	-1.99172740	-1.99177136	0.99997793	0.00004397
2876000000.000000	-2.00037460	-2.00039935	0.99998763	0.00002475
2876500000.000000	-2.01351036	-2.01352241	0.99999402	0.00001205
2877000000.000000	-2.02152834	-2.02174786	0.99989143	0.00021951
2877500000.000000	-2.02826640	-2.02872431	0.99977429	0.00045791
2878000000.000000	-2.02700926	-2.02729228	0.99986040	0.00028302
2878500000.000000	-2.03315522	-2.03266800	1.00023970	-0.00048722
2879000000.000000	-2.03775223	-2.03789390	0.99993048	0.00014167
2879500000.000000	-2.04248049	-2.04261989	0.99993176	0.00013939
2880000000.000000	-2.05107233	-2.05083100	1.00011767	-0.00024133
2880500000.000000	-2.05126644	-2.04998618	1.00062452	-0.00128026
2881000000.000000	-2.05858062	-2.05838749	1.00009383	-0.00019313
2881500000.000000	-2.05811652	-2.05821716	0.99995111	0.00010064
2882000000.000000	-2.06397751	-2.06371110	1.00012909	-0.00026641
2882500000.000000	-2.06711090	-2.06575574	1.00065601	-0.00135517
2883000000.000000	-2.06646572	-2.06871522	0.99891261	0.00224949
2883500000.000000	-2.06909138	-2.06906858	1.00001102	-0.00002280
2884000000.000000	-2.07000394	-2.07621146	0.99701017	0.00620751
2884500000.000000	-2.06872629	-2.06874713	0.99998992	0.00002084
2885000000.000000	-2.07022345	-2.07019382	1.00001432	-0.00002964
2885500000.000000	-2.07085853	-2.07204890	0.99942551	0.00119037
2886000000.000000	-2.07189681	-2.07210460	0.99989972	0.00020779
2886500000.000000	-2.07301716	-2.07296472	1.00002529	-0.00005243
2887000000.000000	-2.07392516	-2.07407921	0.99992573	0.00015405
2887500000.000000	-2.07490710	-2.07478887	1.00005698	-0.00011822
2888000000.000000	-2.07587079	-2.07582552	1.00002181	-0.00004527
2888500000.000000	-2.07571446	-2.07584213	0.99993850	0.00012767
2889000000.000000	-2.07645213	-2.07659413	0.99993162	0.00014200
2889500000.000000	-2.07700384	-2.07784736	0.99959404	0.00084352
2890000000.000000	-2.07682862	-2.07674004	1.00004266	-0.00008859
2890500000.000000	-2.07751158	-2.07744905	1.00003010	-0.00006253
2891000000.000000	-2.07763208	-2.07760245	1.00001427	-0.00002964
2891500000.000000	-2.07784801	-2.07796656	0.99994295	0.00011855
2892000000.000000	-2.07890941	-2.07788318	1.00049388	-0.00102623
2892500000.000000	-2.07808739	-2.07806264	1.00001191	-0.00002475
2893000000.000000	-2.07739857	-2.07743505	0.99998244	0.00003648
2893500000.000000	-2.07762850	-2.07796102	0.99983998	0.00033252
2894000000.000000	-2.07749920	-2.07762818	0.99993792	0.00012897
2894500000.000000	-2.07738163	-2.07764609	0.99987271	0.00026445
2895000000.000000	-2.07801443	-2.07812810	0.99994530	0.00011366
2895500000.000000	-2.07818346	-2.07840884	0.99989156	0.00022537
2896000000.000000	-2.07879933	-2.07869055	1.00005233	-0.00010878
2896500000.000000	-2.07910775	-2.07877393	1.00016059	-0.00033382
2897000000.000000	-2.07888759	-2.07895370	0.99996820	0.00006611
2897500000.000000	-2.07916410	-2.07927255	0.99994784	0.00010845
2898000000.000000	-2.07995648	-2.07992684	1.00001425	-0.00002964
2898500000.000000	-2.07993564	-2.08007014	0.99993534	0.00013451
2899000000.000000	-2.08043491	-2.08034828	1.00004164	-0.00008663
2899500000.000000	-2.08022191	-2.08094135	0.99965428	0.00071943
2900000000.000000	-2.08090845	-2.08076092	1.00007090	-0.00014753
