# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07382681	-2.07397857	-2.07382681	0.00015177
2840500000.000000	-2.07330702	-2.07350080	-2.07330702	0.00019378
2841000000.000000	-2.07381410	-2.07408377	-2.07381410	0.00026967
2841500000.000000	-2.07371933	-2.07343599	-2.07371933	-0.00028334
2842000000.000000	-2.07065726	-2.07058594	-2.07065726	-0.00007132
2842500000.000000	-2.07310216	-2.07297287	-2.07310216	-0.00012930
2843000000.000000	-2.07283119	-2.07288689	-2.07283119	0.00005569
2843500000.000000	-2.07126629	-2.07137344	-2.07126629	0.00010715
2844000000.000000	-2.06997756	-2.07070253	-2.06997756	0.00072497
2844500000.000000	-2.07306113	-2.07238599	-2.07306113	-0.00067514
2845000000.000000	-2.07046902	-2.07039737	-2.07046902	-0.00007165
2845500000.000000	-2.07165776	-2.07174504	-2.07165776	0.00008728
2846000000.000000	-2.07197302	-2.07189714	-2.07197302	-0.00007588
2846500000.000000	-2.07101519	-2.07075497	-2.07101519	-0.00026022
2847000000.000000	-2.07171215	-2.07160109	-2.07171215	-0.00011106
2847500000.000000	-2.06945093	-2.06952779	-2.06945093	0.00007686
2848000000.000000	-2.07122721	-2.07125912	-2.07122721	0.00003192
2848500000.000000	-2.07143434	-2.07156820	-2.07143434	0.00013386
2849000000.000000	-2.07004335	-2.07010425	-2.07004335	0.00006090
2849500000.000000	-2.07062665	-2.07146235	-2.07062665	0.00083570
2850000000.000000	-2.06988800	-2.06988539	-2.06988800	-0.00000261
2850500000.000000	-2.06913730	-2.06972972	-2.06913730	0.00059242
2851000000.000000	-2.06921937	-2.06855075	-2.06921937	-0.00066863
2851500000.000000	-2.06826056	-2.06824884	-2.06826056	-0.00001172
2852000000.000000	-2.06760105	-2.06740043	-2.06760105	-0.00020062
2852500000.000000	-2.06671422	-2.06626804	-2.06671422	-0.00044619
2853000000.000000	-2.06538446	-2.06551669	-2.06538446	0.00013223
2853500000.000000	-2.06290894	-2.06284511	-2.06290894	-0.00006383
2854000000.000000	-2.06282231	-2.06244875	-2.06282231	-0.00037356
2854500000.000000	-2.05870145	-2.05939059	-2.05870145	0.00068914
2855000000.000000	-2.05625622	-2.05680858	-2.05625622	0.00055236
2855500000.000000	-2.05435684	-2.05448288	-2.05435684	0.00012604
2856000000.000000	-2.05663922	-2.05672716	-2.05663922	0.00008793
2856500000.000000	-2.05454248	-2.05451903	-2.05454248	-0.00002345
2857000000.000000	-2.05257503	-2.05129770	-2.05257503	-0.00127733
2857500000.000000	-2.04867042	-2.04857109	-2.04867042	-0.00009933
2858000000.000000	-2.04450298	-2.04630889	-2.04450298	0.00180591
2858500000.000000	-2.04273550	-2.04054236	-2.04273550	-0.00219315
2859000000.000000	-2.03758613	-2.03753207	-2.03758613	-0.00005406
2859500000.000000	-2.03201631	-2.03479927	-2.03201631	0.00278296
2860000000.000000	-2.02827779	-2.02820419	-2.02827779	-0.00007360
2860500000.000000	-2.02483533	-2.02093756	-2.02483533	-0.00389777
2861000000.000000	-2.01590315	-2.01698084	-2.01590315	0.00107768
2861500000.000000	-2.00789885	-2.01265707	-2.00789885	0.00475822
2862000000.000000	-2.00503284	-2.00061788	-2.00503284	-0.00441496
2862500000.000000	-1.99660515	-1.99224653	-1.99660515	-0.00435861
2863000000.000000	-1.98303916	-1.98843507	-1.98303916	0.00539591
2863500000.000000	-1.97326118	-1.97798098	-1.97326118	0.00471979
2864000000.000000	-1.96856354	-1.96448469	-1.96856354	-0.00407885
2864500000.000000	-1.96909928	-1.95857387	-1.96909928	-0.01052542
2865000000.000000	-1.95469108	-1.96508329	-1.95469108	0.01039221
2865500000.000000	-1.94885322	-1.95859667	-1.94885322	0.00974345
2866000000.000000	-1.95826382	-1.94922612	-1.95826382	-0.00903770
2866500000.000000	-1.95274936	-1.95238459	-1.95274936	-0.00036476
2867000000.000000	-1.95374562	-1.96283869	-1.95374562	0.00909306
2867500000.000000	-1.96998938	-1.96118585	-1.96998938	-0.00880353
2868000000.000000	-1.97202424	-1.97751851	-1.97202424	0.00549427
2868500000.000000	-1.98480859	-1.98842041	-1.98480859	0.00361182
2869000000.000000	-1.99413582	-1.99138966	-1.99413582	-0.00274616
2869500000.000000	-1.98749873	-1.98238421	-1.98749873	-0.00511452
2870000000.000000	-1.96940738	-1.97569762	-1.96940738	0.00629024
2870500000.000000	-1.96090641	-1.96579719	-1.96090641	0.00489078
2871000000.000000	-1.95353491	-1.96316209	-1.95353491	0.00962718
2871500000.000000	-1.95765805	-1.95406088	-1.95765805	-0.00359717
2872000000.000000	-1.95374269	-1.95791078	-1.95374269	0.00416809
2872500000.000000	-1.95507604	-1.96077451	-1.95507604	0.00569847
2873000000.000000	-1.96589294	-1.95742421	-1.96589294	-0.00846873
2873500000.000000	-1.96406293	-1.96876123	-1.96406293	0.00469830
2874000000.000000	-1.97689222	-1.96906476	-1.97689222	-0.00782746
2874500000.000000	-1.98281997	-1.98066949	-1.98281997	-0.00215048
2875000000.000000	-1.98909132	-1.99131573	-1.98909132	0.00222441
2875500000.000000	-1.99566848	-2.00114712	-1.99566848	0.00547864
2876000000.000000	-2.00706217	-2.00589264	-2.00706217	-0.00116953
2876500000.000000	-2.01400768	-2.01310456	-2.01400768	-0.00090312
2877000000.000000	-2.01996735	-2.01979930	-2.01996735	-0.00016805
2877500000.000000	-2.02787004	-2.02385405	-2.02787004	-0.00401599
2878000000.000000	-2.03130632	-2.03122946	-2.03130632	-0.00007686
2878500000.000000	-2.03496341	-2.03678821	-2.03496341	0.00182480
2879000000.000000	-2.04093871	-2.03913378	-2.04093871	-0.00180493
2879500000.000000	-2.04197764	-2.04302048	-2.04197764	0.00104284
2880000000.000000	-2.04812523	-2.04717098	-2.04812523	-0.00095425
2880500000.000000	-2.05047014	-2.05102250	-2.05047014	0.00055236
2881000000.000000	-2.05414547	-2.05274015	-2.05414547	-0.00140532
2881500000.000000	-2.05593705	-2.05656627	-2.05593705	0.00062922
2882000000.000000	-2.05863110	-2.05818459	-2.05863110	-0.00044651
2882500000.000000	-2.06019959	-2.06046665	-2.06019959	0.00026706
2883000000.000000	-2.06205370	-2.06247807	-2.06205370	0.00042436
2883500000.000000	-2.06322062	-2.06331898	-2.06322062	0.00009836
2884000000.000000	-2.06488421	-2.06439015	-2.06488421	-0.00049406
2884500000.000000	-2.06527633	-2.06556130	-2.06527633	0.00028497
2885000000.000000	-2.06635890	-2.06605243	-2.06635890	-0.00030647
2885500000.000000	-2.06680281	-2.06678099	-2.06680281	-0.00002182
2886000000.000000	-2.06744701	-2.06747958	-2.06744701	0.00003257
2886500000.000000	-2.06832440	-2.06762353	-2.06832440	-0.00070087
2887000000.000000	-2.06878589	-2.06881618	-2.06878589	0.00003029
2887500000.000000	-2.06911125	-2.06966556	-2.06911125	0.00055431
2888000000.000000	-2.07010100	-2.07015408	-2.07010100	0.00005309
2888500000.000000	-2.07001925	-2.07014789	-2.07001925	0.00012864
2889000000.000000	-2.07073543	-2.07063642	-2.07073543	-0.00009901
2889500000.000000	-2.07104678	-2.07102952	-2.07104678	-0.00001726
2890000000.000000	-2.07114123	-2.07120408	-2.07114123	0.00006286
2890500000.000000	-2.07108228	-2.06777139	-2.07108228	-0.00331089
2891000000.000000	-2.07109140	-2.07123698	-2.07109140	0.00014558
2891500000.000000	-2.07085658	-2.07100737	-2.07085658	0.00015079
2892000000.000000	-2.07014594	-2.07050745	-2.07014594	0.00036151
2892500000.000000	-2.06990005	-2.07011728	-2.06990005	0.00021723
2893000000.000000	-2.07015148	-2.07041170	-2.07015148	0.00026022
2893500000.000000	-2.07085560	-2.07109140	-2.07085560	0.00023579
2894000000.000000	-2.07155126	-2.07127638	-2.07155126	-0.00027488
2894500000.000000	-2.07168251	-2.07190072	-2.07168251	0.00021821
2895000000.000000	-2.07229707	-2.07238012	-2.07229707	0.00008305
2895500000.000000	-2.07244135	-2.07218862	-2.07244135	-0.00025273
2896000000.000000	-2.07216908	-2.07202187	-2.07216908	-0.00014721
2896500000.000000	-2.07232541	-2.07208278	-2.07232541	-0.00024263
2897000000.000000	-2.07280351	-2.07296733	-2.07280351	0.00016382
2897500000.000000	-2.07286213	-2.07275205	-2.07286213	-0.00011008
2898000000.000000	-2.07286930	-2.07292466	-2.07286930	0.00005537
2898500000.000000	-2.07303768	-2.07317707	-2.07303768	0.00013939
2899000000.000000	-2.07357310	-2.07339430	-2.07357310	-0.00017880
2899500000.000000	-2.07330115	-2.07359362	-2.07330115	0.00029246
2900000000.000000	-2.07350764	-2.07323081	-2.07350764	-0.00027683
