# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07711164	-2.07729793	-2.07711164	0.00018629
2840500000.000000	-2.07712728	-2.07690939	-2.07712728	-0.00021788
2841000000.000000	-2.07681560	-2.07715235	-2.07681560	0.00033676
2841500000.000000	-2.07701980	-2.07680257	-2.07701980	-0.00021723
2842000000.000000	-2.07672278	-2.07682178	-2.07672278	0.00009901
2842500000.000000	-2.07638504	-2.07653095	-2.07638504	0.00014591
2843000000.000000	-2.07615576	-2.07631014	-2.07615576	0.00015437
2843500000.000000	-2.07626910	-2.07536435	-2.07626910	-0.00090475
2844000000.000000	-2.07568124	-2.07562197	-2.07568124	-0.00005927
2844500000.000000	-2.07559331	-2.07558386	-2.07559331	-0.00000944
2845000000.000000	-2.07551743	-2.07554120	-2.07551743	0.00002377
2845500000.000000	-2.07546988	-2.07553143	-2.07546988	0.00006155
2846000000.000000	-2.07522952	-2.07532560	-2.07522952	0.00009608
2846500000.000000	-2.07510153	-2.07501131	-2.07510153	-0.00009021
2847000000.000000	-2.07461203	-2.07470420	-2.07461203	0.00009217
2847500000.000000	-2.07433617	-2.07435865	-2.07433617	0.00002247
2848000000.000000	-2.07411894	-2.07407433	-2.07411894	-0.00004462
2848500000.000000	-2.07399128	-2.07381345	-2.07399128	-0.00017782
2849000000.000000	-2.07366201	-2.07351057	-2.07366201	-0.00015144
2849500000.000000	-2.07359199	-2.07332851	-2.07359199	-0.00026348
2850000000.000000	-2.07271395	-2.07272372	-2.07271395	0.00000977
2850500000.000000	-2.07225897	-2.07243028	-2.07225897	0.00017131
2851000000.000000	-2.07180692	-2.07165711	-2.07180692	-0.00014981
2851500000.000000	-2.07094549	-2.07123274	-2.07094549	0.00028725
2852000000.000000	-2.06973102	-2.06942032	-2.06973102	-0.00031070
2852500000.000000	-2.06939329	-2.06961508	-2.06939329	0.00022179
2853000000.000000	-2.06863803	-2.06874713	-2.06863803	0.00010910
2853500000.000000	-2.06713240	-2.06718972	-2.06713240	0.00005732
2854000000.000000	-2.06619020	-2.06580166	-2.06619020	-0.00038854
2854500000.000000	-2.06528350	-2.06525256	-2.06528350	-0.00003094
2855000000.000000	-2.06278584	-2.06347954	-2.06278584	0.00069370
2855500000.000000	-2.06243540	-2.06229340	-2.06243540	-0.00014200
2856000000.000000	-2.06064187	-2.05966807	-2.06064187	-0.00097379
2856500000.000000	-2.05765014	-2.05738764	-2.05765014	-0.00026250
2857000000.000000	-2.05545960	-2.05424253	-2.05545960	-0.00121708
2857500000.000000	-2.05055287	-2.05137228	-2.05055287	0.00081942
2858000000.000000	-2.04907003	-2.04732796	-2.04907003	-0.00174208
2858500000.000000	-2.04388712	-2.04544453	-2.04388712	0.00155741
2859000000.000000	-2.04196429	-2.03961904	-2.04196429	-0.00234524
2859500000.000000	-2.03551218	-2.03745260	-2.03551218	0.00194042
2860000000.000000	-2.03208503	-2.02999056	-2.03208503	-0.00209447
2860500000.000000	-2.02433443	-2.02653409	-2.02433443	0.00219966
2861000000.000000	-2.01751919	-2.02057149	-2.01751919	0.00305230
2861500000.000000	-2.01045676	-2.01286356	-2.01045676	0.00240680
2862000000.000000	-2.00698498	-2.00339759	-2.00698498	-0.00358740
2862500000.000000	-1.99861949	-1.99591600	-1.99861949	-0.00270349
2863000000.000000	-1.98655034	-1.99244162	-1.98655034	0.00589128
2863500000.000000	-1.98372277	-1.97748334	-1.98372277	-0.00623943
2864000000.000000	-1.97298273	-1.97115825	-1.97298273	-0.00182447
2864500000.000000	-1.96936569	-1.96329627	-1.96936569	-0.00606942
2865000000.000000	-1.96607206	-1.95820259	-1.96607206	-0.00786947
2865500000.000000	-1.95669273	-1.96135357	-1.95669273	0.00466085
2866000000.000000	-1.96341840	-1.94976057	-1.96341840	-0.01365783
2866500000.000000	-1.95369807	-1.96382941	-1.95369807	0.01013134
2867000000.000000	-1.96046153	-1.96099597	-1.96046153	0.00053445
2867500000.000000	-1.97285082	-1.96348842	-1.97285082	-0.00936240
2868000000.000000	-1.97682090	-1.97905997	-1.97682090	0.00223907
2868500000.000000	-1.99084252	-1.98881807	-1.99084252	-0.00202444
2869000000.000000	-1.99173098	-1.99847131	-1.99173098	0.00674033
2869500000.000000	-1.98466497	-1.99209639	-1.98466497	0.00743143
2870000000.000000	-1.97183339	-1.98049623	-1.97183339	0.00866284
2870500000.000000	-1.96709340	-1.96395154	-1.96709340	-0.00314186
2871000000.000000	-1.95565478	-1.96559461	-1.95565478	0.00993984
2871500000.000000	-1.95031651	-1.96361544	-1.95031651	0.01329893
2872000000.000000	-1.95385798	-1.96568027	-1.95385798	0.01182228
2872500000.000000	-1.96404990	-1.95663443	-1.96404990	-0.00741547
2873000000.000000	-1.96108260	-1.96692242	-1.96108260	0.00583982
2873500000.000000	-1.97198777	-1.96587828	-1.97198777	-0.00610948
2874000000.000000	-1.97524362	-1.97068731	-1.97524362	-0.00455630
2874500000.000000	-1.98578727	-1.98189764	-1.98578727	-0.00388963
2875000000.000000	-1.98919684	-1.99555645	-1.98919684	0.00635961
2875500000.000000	-1.99856511	-2.00312499	-1.99856511	0.00455988
2876000000.000000	-2.01033039	-2.00708399	-2.01033039	-0.00324641
2876500000.000000	-2.01671085	-2.01462810	-2.01671085	-0.00208274
2877000000.000000	-2.02366873	-2.01984717	-2.02366873	-0.00382156
2877500000.000000	-2.02845269	-2.02696366	-2.02845269	-0.00148902
2878000000.000000	-2.03364439	-2.03188082	-2.03364439	-0.00176357
2878500000.000000	-2.03841825	-2.03742915	-2.03841825	-0.00098910
2879000000.000000	-2.04103739	-2.04339566	-2.04103739	0.00235827
2879500000.000000	-2.04646880	-2.04609590	-2.04646880	-0.00037291
2880000000.000000	-2.05041934	-2.04878343	-2.05041934	-0.00163590
