# 扫描参数	信号	背景	对比度	差分信号
2890000000.000000	-2.07173657	-2.07170368	-2.07173657	-0.00003289
2890500000.000000	-2.07139135	-2.07142294	-2.07139135	0.00003159
2891000000.000000	-2.07082206	-2.07072175	-2.07082206	-0.00010031
2891500000.000000	-2.07123111	-2.07130179	-2.07123111	0.00007067
2892000000.000000	-2.07103408	-2.07110410	-2.07103408	0.00007002
2892500000.000000	-2.07116500	-2.07113536	-2.07116500	-0.00002964
2893000000.000000	-2.07180497	-2.07188899	-2.07180497	0.00008403
2893500000.000000	-2.07196911	-2.07205672	-2.07196911	0.00008761
2894000000.000000	-2.07166851	-2.07163073	-2.07166851	-0.00003778
2894500000.000000	-2.07213879	-2.07214824	-2.07213879	0.00000944
2895000000.000000	-2.07237361	-2.07248597	-2.07237361	0.00011236
2895500000.000000	-2.07244884	-2.07247620	-2.07244884	0.00002736
2896000000.000000	-2.07283771	-2.07269473	-2.07283771	-0.00014297
2896500000.000000	-2.07313278	-2.07311421	-2.07313278	-0.00001856
2897000000.000000	-2.07304680	-2.07299404	-2.07304680	-0.00005276
2897500000.000000	-2.07466544	-2.07474947	-2.07466544	0.00008403
2898000000.000000	-2.07359622	-2.07359655	-2.07359622	0.00000033
2898500000.000000	-2.07407726	-2.07413490	-2.07407726	0.00005765
2899000000.000000	-2.07385254	-2.07382974	-2.07385254	-0.00002280
2899500000.000000	-2.07411536	-2.07407693	-2.07411536	-0.00003843
2900000000.000000	-2.07430035	-2.07431663	-2.07430035	0.00001628
