# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07813429	-2.07803072	-2.07813429	-0.00010357
2840500000.000000	-2.07845639	-2.07814373	-2.07845639	-0.00031266
2841000000.000000	-2.07856614	-2.07839223	-2.07856614	-0.00017391
2841500000.000000	-2.07811279	-2.07857917	-2.07811279	0.00046638
2842000000.000000	-2.07891104	-2.07840753	-2.07891104	-0.00050351
2842500000.000000	-2.07874234	-2.07882441	-2.07874234	0.00008207
2843000000.000000	-2.07832221	-2.07837041	-2.07832221	0.00004820
2843500000.000000	-2.07780176	-2.07772230	-2.07780176	-0.00007947
2844000000.000000	-2.07771741	-2.07788905	-2.07771741	0.00017163
2844500000.000000	-2.07726862	-2.07733734	-2.07726862	0.00006872
2845000000.000000	-2.07645441	-2.07684816	-2.07645441	0.00039375
2845500000.000000	-2.07649512	-2.07637690	-2.07649512	-0.00011822
2846000000.000000	-2.07665178	-2.07653290	-2.07665178	-0.00011887
2846500000.000000	-2.07695336	-2.07718394	-2.07695336	0.00023058
2847000000.000000	-2.07665927	-2.07648763	-2.07665927	-0.00017163
2847500000.000000	-2.07661530	-2.07610203	-2.07661530	-0.00051328
2848000000.000000	-2.07653290	-2.07657068	-2.07653290	0.00003778
2848500000.000000	-2.07656645	-2.07644660	-2.07656645	-0.00011985
2849000000.000000	-2.07629092	-2.07606620	-2.07629092	-0.00022472
2849500000.000000	-2.07605838	-2.07571414	-2.07605838	-0.00034425
2850000000.000000	-2.07516178	-2.07509664	-2.07516178	-0.00006514
2850500000.000000	-2.07511293	-2.07509273	-2.07511293	-0.00002019
2851000000.000000	-2.07481590	-2.07483740	-2.07481590	0.00002150
2851500000.000000	-2.07358613	-2.07424238	-2.07358613	0.00065625
2852000000.000000	-2.07373757	-2.07370272	-2.07373757	-0.00003485
2852500000.000000	-2.07283575	-2.07317544	-2.07283575	0.00033969
2853000000.000000	-2.07092497	-2.07102203	-2.07092497	0.00009705
2853500000.000000	-2.07045599	-2.06997333	-2.07045599	-0.00048266
2854000000.000000	-2.06902233	-2.06906663	-2.06902233	0.00004429
2854500000.000000	-2.06749553	-2.06798959	-2.06749553	0.00049406
