# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.47230551	-2.47276472	-0.00009286	0.00045921
2840500000.000000	-2.47347797	-2.47330861	0.00003424	-0.00016936
2841000000.000000	-2.47295362	-2.47346494	-0.00010337	0.00051132
2841500000.000000	-2.47393392	-2.47336398	0.00011520	-0.00056994
2842000000.000000	-2.47466345	-2.47184304	0.00057018	-0.00282041
2842500000.000000	-2.47266376	-2.47281032	-0.00002963	0.00014656
2843000000.000000	-2.47203519	-2.47245858	-0.00008563	0.00042339
2843500000.000000	-2.47258234	-2.47286243	-0.00005664	0.00028009
2844000000.000000	-2.47320439	-2.47329233	-0.00001778	0.00008793
2844500000.000000	-2.47294059	-2.47250743	0.00008759	-0.00043316
2845000000.000000	-2.47257583	-2.47201240	0.00011395	-0.00056343
2845500000.000000	-2.47259537	-2.47239344	0.00004083	-0.00020192
2846000000.000000	-2.47260514	-2.47247161	0.00002700	-0.00013353
2846500000.000000	-2.47116236	-2.47125030	-0.00001779	0.00008793
2847000000.000000	-2.47160529	-2.47195703	-0.00007115	0.00035174
2847500000.000000	-2.47018532	-2.47122750	-0.00021091	0.00104218
2848000000.000000	-2.47062173	-2.46991500	0.00014305	-0.00070673
2848500000.000000	-2.46966097	-2.46992151	-0.00005275	0.00026055
2849000000.000000	-2.46894772	-2.46912033	-0.00003496	0.00017261
2849500000.000000	-2.46811723	-2.46809769	0.00000396	-0.00001954
2850000000.000000	-2.46833544	-2.46846245	-0.00002573	0.00012702
2850500000.000000	-2.46710761	-2.46693826	0.00003432	-0.00016936
2851000000.000000	-2.46567135	-2.46556388	0.00002179	-0.00010748
2851500000.000000	-2.46532613	-2.46507210	0.00005152	-0.00025403
2852000000.000000	-2.46368469	-2.46362932	0.00001124	-0.00005537
2852500000.000000	-2.46245361	-2.46233962	0.00002315	-0.00011399
2853000000.000000	-2.46057116	-2.46069818	-0.00002581	0.00012702
2853500000.000000	-2.45938893	-2.45964296	-0.00005164	0.00025403
2854000000.000000	-2.45764002	-2.45735016	0.00005897	-0.00028986
2854500000.000000	-2.45528533	-2.45543189	-0.00002984	0.00014656
2855000000.000000	-2.45356247	-2.45389466	-0.00006769	0.00033220
2855500000.000000	-2.45102214	-2.45123058	-0.00004252	0.00020844
2856000000.000000	-2.44750151	-2.44753734	-0.00000732	0.00003583
2856500000.000000	-2.44588287	-2.44608154	-0.00004061	0.00019867
2857000000.000000	-2.43988705	-2.44023879	-0.00007208	0.00035174
2857500000.000000	-2.43780594	-2.43907284	-0.00025978	0.00126691
2858000000.000000	-2.43255919	-2.43278391	-0.00004619	0.00022472
2858500000.000000	-2.42836114	-2.42820481	0.00003219	-0.00015633
2859000000.000000	-2.42187028	-2.42175629	0.00002353	-0.00011399
2859500000.000000	-2.41594611	-2.41620991	-0.00005459	0.00026380
2860000000.000000	-2.40624402	-2.40654691	-0.00006293	0.00030288
2860500000.000000	-2.39908877	-2.39935909	-0.00005633	0.00027032
2861000000.000000	-2.38852037	-2.38882977	-0.00006476	0.00030940
2861500000.000000	-2.37956083	-2.37976927	-0.00004380	0.00020844
2862000000.000000	-2.37239581	-2.37246095	-0.00001373	0.00006514
2862500000.000000	-2.36015340	-2.36097086	-0.00017315	0.00081746
2863000000.000000	-2.34954266	-2.35020705	-0.00014137	0.00066439
2863500000.000000	-2.34011088	-2.33909150	0.00021785	-0.00101939
2864000000.000000	-2.32807039	-2.32923308	-0.00024965	0.00116269
2864500000.000000	-2.32200292	-2.32337730	-0.00029586	0.00137438
2865000000.000000	-2.31850509	-2.31812730	0.00008148	-0.00037779
2865500000.000000	-2.31479231	-2.31507891	-0.00006190	0.00028660
2866000000.000000	-2.31499423	-2.31510170	-0.00002321	0.00010748
2866500000.000000	-2.31858000	-2.31869399	-0.00002458	0.00011399
2867000000.000000	-2.32892368	-2.32410358	0.00103591	-0.00482010
2867500000.000000	-2.33773666	-2.33670424	0.00022086	-0.00103241
2868000000.000000	-2.35112547	-2.35252265	-0.00029704	0.00139718
2868500000.000000	-2.36271327	-2.36213029	0.00012338	-0.00058297
2869000000.000000	-2.35554825	-2.35743069	-0.00039942	0.00188245
2869500000.000000	-2.34535112	-2.34458902	0.00016250	-0.00076210
2870000000.000000	-2.33346044	-2.33379915	-0.00007257	0.00033871
2870500000.000000	-2.32456930	-2.32399610	0.00012331	-0.00057320
2871000000.000000	-2.32056992	-2.32078161	-0.00004561	0.00021169
2871500000.000000	-2.31963521	-2.32015304	-0.00011161	0.00051784
2872000000.000000	-2.32253704	-2.32142321	0.00023985	-0.00111383
2872500000.000000	-2.32698913	-2.32623680	0.00016168	-0.00075233
2873000000.000000	-2.33162359	-2.33092663	0.00014948	-0.00069696
2873500000.000000	-2.33936833	-2.33969075	-0.00006891	0.00032243
2874000000.000000	-2.35012237	-2.34910950	0.00021554	-0.00101287
2874500000.000000	-2.35244775	-2.35233701	0.00002354	-0.00011073
2875000000.000000	-2.36286959	-2.36182741	0.00022058	-0.00104218
2875500000.000000	-2.37981161	-2.37947616	0.00007048	-0.00033545
2876000000.000000	-2.38180805	-2.38130649	0.00010530	-0.00050155
2876500000.000000	-2.39083923	-2.39045167	0.00008106	-0.00038756
2877000000.000000	-2.39954147	-2.39923207	0.00006447	-0.00030940
2877500000.000000	-2.40761840	-2.40748162	0.00002841	-0.00013679
2878000000.000000	-2.41395619	-2.41512213	-0.00024144	0.00116594
2878500000.000000	-2.42048287	-2.42196473	-0.00030601	0.00148186
2879000000.000000	-2.42628654	-2.42601296	0.00005638	-0.00027357
