# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07877784	-2.07878402	-2.07877784	0.00000619
2840500000.000000	-2.07847137	-2.07850980	-2.07847137	0.00003843
2841000000.000000	-2.07841274	-2.07834956	-2.07841274	-0.00006318
2841500000.000000	-2.07823362	-2.07821017	-2.07823362	-0.00002345
2842000000.000000	-2.07762850	-2.07761808	-2.07762850	-0.00001042
2842500000.000000	-2.07759952	-2.07744384	-2.07759952	-0.00015568
2843000000.000000	-2.07767279	-2.07775487	-2.07767279	0.00008207
2843500000.000000	-2.07690125	-2.07695010	-2.07690125	0.00004885
2844000000.000000	-2.07696248	-2.07694196	-2.07696248	-0.00002052
2844500000.000000	-2.07664168	-2.07683839	-2.07664168	0.00019671
2845000000.000000	-2.07743114	-2.07736795	-2.07743114	-0.00006318
2845500000.000000	-2.07675372	-2.07687585	-2.07675372	0.00012213
2846000000.000000	-2.07641501	-2.07641729	-2.07641501	0.00000228
2846500000.000000	-2.07597371	-2.07593593	-2.07597371	-0.00003778
2847000000.000000	-2.07592127	-2.07579067	-2.07592127	-0.00013060
2847500000.000000	-2.07583236	-2.07587177	-2.07583236	0.00003941
2848000000.000000	-2.07570893	-2.07571381	-2.07570893	0.00000489
2848500000.000000	-2.07492077	-2.07492012	-2.07492077	-0.00000065
2849000000.000000	-2.07529889	-2.07538911	-2.07529889	0.00009021
2849500000.000000	-2.07486085	-2.07522301	-2.07486085	0.00036216
2850000000.000000	-2.07464916	-2.07466251	-2.07464916	0.00001335
2850500000.000000	-2.07351578	-2.07357473	-2.07351578	0.00005895
2851000000.000000	-2.07299273	-2.07288363	-2.07299273	-0.00010910
2851500000.000000	-2.07199679	-2.07198507	-2.07199679	-0.00001172
2852000000.000000	-2.07187759	-2.07187662	-2.07187759	-0.00000098
2852500000.000000	-2.07056933	-2.07047586	-2.07056933	-0.00009347
2853000000.000000	-2.06947015	-2.06947731	-2.06947015	0.00000717
2853500000.000000	-2.06848691	-2.06847291	-2.06848691	-0.00001400
2854000000.000000	-2.06774924	-2.06767596	-2.06774924	-0.00007328
2854500000.000000	-2.06643837	-2.06642534	-2.06643837	-0.00001303
2855000000.000000	-2.06494283	-2.06504672	-2.06494283	0.00010389
2855500000.000000	-2.06368081	-2.06365867	-2.06368081	-0.00002215
2856000000.000000	-2.06063861	-2.06063828	-2.06063861	-0.00000033
2856500000.000000	-2.05902908	-2.05908445	-2.05902908	0.00005537
2857000000.000000	-2.05647345	-2.05643404	-2.05647345	-0.00003941
2857500000.000000	-2.05343744	-2.05337360	-2.05343744	-0.00006383
2858000000.000000	-2.05004415	-2.05035746	-2.05004415	0.00031331
2858500000.000000	-2.04616136	-2.04608971	-2.04616136	-0.00007165
2859000000.000000	-2.04225512	-2.04226163	-2.04225512	0.00000651
2859500000.000000	-2.03790465	-2.03783821	-2.03790465	-0.00006644
2860000000.000000	-2.03266669	-2.03267288	-2.03266669	0.00000619
2860500000.000000	-2.02733657	-2.02736849	-2.02733657	0.00003192
2861000000.000000	-2.02136485	-2.02135313	-2.02136485	-0.00001172
2861500000.000000	-2.01496356	-2.01503944	-2.01496356	0.00007588
2862000000.000000	-2.00816591	-2.00824733	-2.00816591	0.00008142
2862500000.000000	-1.99952066	-1.99949330	-1.99952066	-0.00002736
2863000000.000000	-1.99146880	-1.99155348	-1.99146880	0.00008468
2863500000.000000	-1.98292419	-1.98309745	-1.98292419	0.00017326
2864000000.000000	-1.97500163	-1.97496125	-1.97500163	-0.00004038
2864500000.000000	-1.96909733	-1.96901298	-1.96909733	-0.00008435
2865000000.000000	-1.96472634	-1.96515038	-1.96472634	0.00042404
2865500000.000000	-1.96141350	-1.96146952	-1.96141350	0.00005602
2866000000.000000	-1.96026384	-1.96016483	-1.96026384	-0.00009901
2866500000.000000	-1.95813550	-1.95823939	-1.95813550	0.00010389
2867000000.000000	-1.96312463	-1.96318782	-1.96312463	0.00006318
2867500000.000000	-1.96980309	-1.96985096	-1.96980309	0.00004788
2868000000.000000	-1.98083559	-1.98086718	-1.98083559	0.00003159
2868500000.000000	-1.98809603	-1.98809701	-1.98809603	0.00000098
2869000000.000000	-1.99359226	-1.99358021	-1.99359226	-0.00001205
2869500000.000000	-1.99027420	-1.99017226	-1.99027420	-0.00010194
2870000000.000000	-1.97881408	-1.97887628	-1.97881408	0.00006221
2870500000.000000	-1.96930577	-1.96926636	-1.96930577	-0.00003941
2871000000.000000	-1.95946591	-1.95939589	-1.95946591	-0.00007002
2871500000.000000	-1.96034396	-1.96027752	-1.96034396	-0.00006644
2872000000.000000	-1.96087058	-1.96092595	-1.96087058	0.00005537
2872500000.000000	-1.96347084	-1.96325067	-1.96347084	-0.00022016
2873000000.000000	-1.96700026	-1.96697225	-1.96700026	-0.00002801
2873500000.000000	-1.97171843	-1.97166208	-1.97171843	-0.00005634
2874000000.000000	-1.97796632	-1.97798293	-1.97796632	0.00001661
2874500000.000000	-1.98586413	-1.98583417	-1.98586413	-0.00002996
2875000000.000000	-1.98770000	-1.98776481	-1.98770000	0.00006481
2875500000.000000	-1.99561149	-1.99562321	-1.99561149	0.00001172
2876000000.000000	-2.00383954	-2.00382879	-2.00383954	-0.00001075
2876500000.000000	-2.01097264	-2.01097981	-2.01097264	0.00000717
2877000000.000000	-2.01787190	-2.01788102	-2.01787190	0.00000912
2877500000.000000	-2.02725417	-2.02737305	-2.02725417	0.00011887
2878000000.000000	-2.02938968	-2.02940205	-2.02938968	0.00001238
2878500000.000000	-2.03382808	-2.03378769	-2.03382808	-0.00004038
2879000000.000000	-2.03916797	-2.03910349	-2.03916797	-0.00006449
2879500000.000000	-2.04241764	-2.04246128	-2.04241764	0.00004364
2880000000.000000	-2.04707132	-2.04714460	-2.04707132	0.00007328
2880500000.000000	-2.05016791	-2.05015260	-2.05016791	-0.00001531
2881000000.000000	-2.05358041	-2.05363513	-2.05358041	0.00005471
2881500000.000000	-2.05632624	-2.05629986	-2.05632624	-0.00002638
2882000000.000000	-2.05970585	-2.05966612	-2.05970585	-0.00003973
