# 扫描参数	信号	背景	对比度	差分信号
2888500000.000000	-2.06965025	-2.06966588	-2.06965025	0.00001563
2889000000.000000	-2.07031855	-2.07014529	-2.07031855	-0.00017326
2889500000.000000	-2.07055825	-2.07046315	-2.07055825	-0.00009510
2890000000.000000	-2.07080903	-2.07063739	-2.07080903	-0.00017163
2890500000.000000	-2.07085658	-2.07095103	-2.07085658	0.00009445
2891000000.000000	-2.07144346	-2.07160370	-2.07144346	0.00016024
2891500000.000000	-2.07151869	-2.07150241	-2.07151869	-0.00001628
2892000000.000000	-2.07162617	-2.07153074	-2.07162617	-0.00009543
2892500000.000000	-2.07231075	-2.07204304	-2.07231075	-0.00026771
2893000000.000000	-2.07272502	-2.07274977	-2.07272502	0.00002475
2893500000.000000	-2.07295430	-2.07297124	-2.07295430	0.00001694
2894000000.000000	-2.07361023	-2.07396359	-2.07361023	0.00035337
2894500000.000000	-2.07371249	-2.07353760	-2.07371249	-0.00017489
2895000000.000000	-2.07344445	-2.07318879	-2.07344445	-0.00025566
2895500000.000000	-2.07396978	-2.07392809	-2.07396978	-0.00004169
2896000000.000000	-2.07441662	-2.07449674	-2.07441662	0.00008012
2896500000.000000	-2.07412643	-2.07414435	-2.07412643	0.00001791
2897000000.000000	-2.07453321	-2.07443811	-2.07453321	-0.00009510
2897500000.000000	-2.07481916	-2.07465827	-2.07481916	-0.00016089
2898000000.000000	-2.07548486	-2.07482470	-2.07548486	-0.00066016
2898500000.000000	-2.07561252	-2.07543372	-2.07561252	-0.00017880
2899000000.000000	-2.07535784	-2.07544643	-2.07535784	0.00008859
2899500000.000000	-2.07630525	-2.07639514	-2.07630525	0.00008989
2900000000.000000	-2.07603266	-2.07601800	-2.07603266	-0.00001466
