# 扫描参数	信号	背景	对比度	差分信号
2863500000.000000	-2.07833654	-2.07834793	-2.07833654	0.00001140
2864000000.000000	-2.07877458	-2.07876546	-2.07877458	-0.00000912
2864500000.000000	-2.07849873	-2.07850784	-2.07849873	0.00000912
2865000000.000000	-2.07843978	-2.07853292	-2.07843978	0.00009315
2865500000.000000	-2.07882962	-2.07885014	-2.07882962	0.00002052
2866000000.000000	-2.07911459	-2.07912045	-2.07911459	0.00000586
2866500000.000000	-2.07882376	-2.07881627	-2.07882376	-0.00000749
2867000000.000000	-2.07886805	-2.07878663	-2.07886805	-0.00008142
2867500000.000000	-2.07888043	-2.07888824	-2.07888043	0.00000782
2868000000.000000	-2.07871107	-2.07879607	-2.07871107	0.00008500
2868500000.000000	-2.07901005	-2.07900777	-2.07901005	-0.00000228
2869000000.000000	-2.07884883	-2.07895729	-2.07884883	0.00010845
2869500000.000000	-2.08021572	-2.08020074	-2.08021572	-0.00001498
2870000000.000000	-2.07907095	-2.07899572	-2.07907095	-0.00007523
2870500000.000000	-2.07924161	-2.07927190	-2.07924161	0.00003029
2871000000.000000	-2.07948001	-2.07950736	-2.07948001	0.00002736
2871500000.000000	-2.07992228	-2.07991610	-2.07992228	-0.00000619
2872000000.000000	-2.07965067	-2.07969007	-2.07965067	0.00003941
2872500000.000000	-2.07950834	-2.07954645	-2.07950834	0.00003810
2873000000.000000	-2.07952169	-2.07954580	-2.07952169	0.00002410
2873500000.000000	-2.07936569	-2.07941780	-2.07936569	0.00005211
2874000000.000000	-2.07940184	-2.07936667	-2.07940184	-0.00003517
2874500000.000000	-2.07956338	-2.07958879	-2.07956338	0.00002540
2875000000.000000	-2.07988418	-2.07982881	-2.07988418	-0.00005537
2875500000.000000	-2.07937677	-2.07945395	-2.07937677	0.00007719
2876000000.000000	-2.07943148	-2.07944581	-2.07943148	0.00001433
2876500000.000000	-2.07996560	-2.07999687	-2.07996560	0.00003127
2877000000.000000	-2.07925919	-2.07924877	-2.07925919	-0.00001042
2877500000.000000	-2.07914944	-2.07921230	-2.07914944	0.00006286
2878000000.000000	-2.07948489	-2.07950378	-2.07948489	0.00001889
2878500000.000000	-2.07904652	-2.07909831	-2.07904652	0.00005178
2879000000.000000	-2.07965653	-2.07961093	-2.07965653	-0.00004560
2879500000.000000	-2.07933768	-2.07935788	-2.07933768	0.00002019
2880000000.000000	-2.07958879	-2.07948164	-2.07958879	-0.00010715
2880500000.000000	-2.07955752	-2.07950281	-2.07955752	-0.00005471
2881000000.000000	-2.07958651	-2.07957608	-2.07958651	-0.00001042
2881500000.000000	-2.07939728	-2.07933052	-2.07939728	-0.00006676
2882000000.000000	-2.07987148	-2.07988255	-2.07987148	0.00001107
2882500000.000000	-2.07962591	-2.07953244	-2.07962591	-0.00009347
2883000000.000000	-2.07946893	-2.07948359	-2.07946893	0.00001466
2883500000.000000	-2.07914293	-2.07913804	-2.07914293	-0.00000489
2884000000.000000	-2.07918820	-2.07928492	-2.07918820	0.00009673
2884500000.000000	-2.07973469	-2.07963666	-2.07973469	-0.00009803
2885000000.000000	-2.07951746	-2.07958748	-2.07951746	0.00007002
2885500000.000000	-2.07962331	-2.07963503	-2.07962331	0.00001172
2886000000.000000	-2.07922272	-2.07931814	-2.07922272	0.00009543
2886500000.000000	-2.07888824	-2.07882506	-2.07888824	-0.00006318
2887000000.000000	-2.07896347	-2.07887847	-2.07896347	-0.00008500
2887500000.000000	-2.07915530	-2.07921523	-2.07915530	0.00005993
2888000000.000000	-2.07925268	-2.07921067	-2.07925268	-0.00004201
2888500000.000000	-2.07970277	-2.07977345	-2.07970277	0.00007067
2889000000.000000	-2.07945428	-2.07942627	-2.07945428	-0.00002801
2889500000.000000	-2.07938882	-2.07957185	-2.07938882	0.00018303
2890000000.000000	-2.07978289	-2.07982686	-2.07978289	0.00004397
2890500000.000000	-2.07991186	-2.07998026	-2.07991186	0.00006839
2891000000.000000	-2.07957152	-2.07960735	-2.07957152	0.00003583
2891500000.000000	-2.07978387	-2.07969854	-2.07978387	-0.00008533
2892000000.000000	-2.07937807	-2.07931879	-2.07937807	-0.00005927
2892500000.000000	-2.07926115	-2.07925203	-2.07926115	-0.00000912
2893000000.000000	-2.07906606	-2.07910026	-2.07906606	0.00003420
2893500000.000000	-2.07952528	-2.07952495	-2.07952528	-0.00000033
2894000000.000000	-2.07929762	-2.07928948	-2.07929762	-0.00000814
2894500000.000000	-2.07932042	-2.07936439	-2.07932042	0.00004397
2895000000.000000	-2.07955101	-2.07959921	-2.07955101	0.00004820
2895500000.000000	-2.07972297	-2.07972004	-2.07972297	-0.00000293
2896000000.000000	-2.07946144	-2.07942497	-2.07946144	-0.00003648
2896500000.000000	-2.07939696	-2.07944516	-2.07939696	0.00004820
2897000000.000000	-2.07931391	-2.07929502	-2.07931391	-0.00001889
2897500000.000000	-2.07968649	-2.07966890	-2.07968649	-0.00001759
2898000000.000000	-2.07953961	-2.07955654	-2.07953961	0.00001694
2898500000.000000	-2.07986724	-2.07978875	-2.07986724	-0.00007849
2899000000.000000	-2.07962526	-2.07953472	-2.07962526	-0.00009054
2899500000.000000	-2.07946665	-2.07946470	-2.07946665	-0.00000195
2900000000.000000	-2.07876741	-2.07878337	-2.07876741	0.00001596
