# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07936113	-2.07919862	-2.07936113	-0.00016252
2840500000.000000	-2.07986952	-2.07985780	-2.07986952	-0.00001172
2841000000.000000	-2.07939338	-2.07947577	-2.07939338	0.00008240
2841500000.000000	-2.07948750	-2.07945981	-2.07948750	-0.00002768
2842000000.000000	-2.07929372	-2.07922695	-2.07929372	-0.00006676
2842500000.000000	-2.07902210	-2.07903578	-2.07902210	0.00001368
2843000000.000000	-2.07934811	-2.07933378	-2.07934811	-0.00001433
2843500000.000000	-2.07968193	-2.07963145	-2.07968193	-0.00005048
2844000000.000000	-2.07962494	-2.07965946	-2.07962494	0.00003452
2844500000.000000	-2.07961419	-2.07962005	-2.07961419	0.00000586
2845000000.000000	-2.08006819	-2.08016492	-2.08006819	0.00009673
2845500000.000000	-2.07971026	-2.07976107	-2.07971026	0.00005081
2846000000.000000	-2.07943441	-2.07942106	-2.07943441	-0.00001335
2846500000.000000	-2.07950215	-2.07949857	-2.07950215	-0.00000358
2847000000.000000	-2.07932531	-2.07936569	-2.07932531	0.00004038
2847500000.000000	-2.07963764	-2.07961712	-2.07963764	-0.00002052
2848000000.000000	-2.07954091	-2.07958651	-2.07954091	0.00004560
2848500000.000000	-2.08029617	-2.08023494	-2.08029617	-0.00006123
2849000000.000000	-2.08015287	-2.08014896	-2.08015287	-0.00000391
2849500000.000000	-2.08001510	-2.07997374	-2.08001510	-0.00004136
2850000000.000000	-2.07998775	-2.07996104	-2.07998775	-0.00002671
2850500000.000000	-2.07987669	-2.07988679	-2.07987669	0.00001010
2851000000.000000	-2.08013496	-2.08013137	-2.08013496	-0.00000358
2851500000.000000	-2.08013105	-2.08015417	-2.08013105	0.00002312
2852000000.000000	-2.08041537	-2.08044142	-2.08041537	0.00002605
2852500000.000000	-2.07984054	-2.07984282	-2.07984054	0.00000228
2853000000.000000	-2.07989558	-2.07986073	-2.07989558	-0.00003485
2853500000.000000	-2.07911296	-2.07915400	-2.07911296	0.00004104
2854000000.000000	-2.07931358	-2.07934680	-2.07931358	0.00003322
2854500000.000000	-2.07933996	-2.07934811	-2.07933996	0.00000814
2855000000.000000	-2.07908756	-2.07913804	-2.07908756	0.00005048
2855500000.000000	-2.07900451	-2.07905825	-2.07900451	0.00005374
2856000000.000000	-2.07904848	-2.07911459	-2.07904848	0.00006611
2856500000.000000	-2.07888336	-2.07892504	-2.07888336	0.00004169
2857000000.000000	-2.07889085	-2.07892146	-2.07889085	0.00003061
2857500000.000000	-2.07847104	-2.07845378	-2.07847104	-0.00001726
2858000000.000000	-2.07905173	-2.07899083	-2.07905173	-0.00006090
2858500000.000000	-2.07867948	-2.07865929	-2.07867948	-0.00002019
2859000000.000000	-2.07898757	-2.07906834	-2.07898757	0.00008077
2859500000.000000	-2.07914521	-2.07919731	-2.07914521	0.00005211
2860000000.000000	-2.07919992	-2.07917289	-2.07919992	-0.00002703
2860500000.000000	-2.07930935	-2.07924258	-2.07930935	-0.00006676
2861000000.000000	-2.07911394	-2.07912404	-2.07911394	0.00001010
2861500000.000000	-2.07909114	-2.07906183	-2.07909114	-0.00002931
2862000000.000000	-2.07931228	-2.07920285	-2.07931228	-0.00010943
2862500000.000000	-2.07877393	-2.07874885	-2.07877393	-0.00002508
2863000000.000000	-2.07884232	-2.07888336	-2.07884232	0.00004104
