# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07790338	-2.07801867	-2.07790338	0.00011529
2840500000.000000	-2.07810400	-2.07808967	-2.07810400	-0.00001433
2841000000.000000	-2.07785680	-2.07788156	-2.07785680	0.00002475
2841500000.000000	-2.07785420	-2.07780372	-2.07785420	-0.00005048
2842000000.000000	-2.07756858	-2.07757932	-2.07756858	0.00001075
2842500000.000000	-2.07743765	-2.07755131	-2.07743765	0.00011366
2843000000.000000	-2.07712662	-2.07716799	-2.07712662	0.00004136
2843500000.000000	-2.07715007	-2.07716929	-2.07715007	0.00001922
2844000000.000000	-2.07697844	-2.07706084	-2.07697844	0.00008240
2844500000.000000	-2.07640426	-2.07632088	-2.07640426	-0.00008337
2845000000.000000	-2.07612222	-2.07616228	-2.07612222	0.00004006
2845500000.000000	-2.07566724	-2.07573922	-2.07566724	0.00007198
2846000000.000000	-2.07559885	-2.07559754	-2.07559885	-0.00000130
2846500000.000000	-2.07609128	-2.07610952	-2.07609128	0.00001824
2847000000.000000	-2.07602712	-2.07606392	-2.07602712	0.00003680
2847500000.000000	-2.07519760	-2.07517481	-2.07519760	-0.00002280
2848000000.000000	-2.07537478	-2.07529922	-2.07537478	-0.00007556
2848500000.000000	-2.07477324	-2.07475728	-2.07477324	-0.00001596
2849000000.000000	-2.07455503	-2.07448371	-2.07455503	-0.00007132
2849500000.000000	-2.07473058	-2.07466544	-2.07473058	-0.00006514
2850000000.000000	-2.07413132	-2.07411406	-2.07413132	-0.00001726
2850500000.000000	-2.07354672	-2.07370695	-2.07354672	0.00016024
2851000000.000000	-2.07381248	-2.07376200	-2.07381248	-0.00005048
2851500000.000000	-2.07239706	-2.07248076	-2.07239706	0.00008370
2852000000.000000	-2.07198572	-2.07218862	-2.07198572	0.00020290
2852500000.000000	-2.07148515	-2.07169880	-2.07148515	0.00021365
2853000000.000000	-2.07012738	-2.07016516	-2.07012738	0.00003778
2853500000.000000	-2.06918257	-2.06897641	-2.06918257	-0.00020616
2854000000.000000	-2.06682235	-2.06682332	-2.06682235	0.00000098
2854500000.000000	-2.06534277	-2.06521869	-2.06534277	-0.00012409
2855000000.000000	-2.06357985	-2.06347531	-2.06357985	-0.00010454
2855500000.000000	-2.06168535	-2.06172867	-2.06168535	0.00004332
2856000000.000000	-2.05960587	-2.05961141	-2.05960587	0.00000554
2856500000.000000	-2.05698184	-2.05694504	-2.05698184	-0.00003680
2857000000.000000	-2.05427705	-2.05430050	-2.05427705	0.00002345
2857500000.000000	-2.05086585	-2.05083621	-2.05086585	-0.00002964
2858000000.000000	-2.04758362	-2.04760934	-2.04758362	0.00002573
2858500000.000000	-2.04336537	-2.04330024	-2.04336537	-0.00006514
2859000000.000000	-2.03993463	-2.03987080	-2.03993463	-0.00006383
2859500000.000000	-2.03510899	-2.03496960	-2.03510899	-0.00013939
2860000000.000000	-2.02962840	-2.02963524	-2.02962840	0.00000684
2860500000.000000	-2.02371921	-2.02375927	-2.02371921	0.00004006
2861000000.000000	-2.01810900	-2.01801325	-2.01810900	-0.00009575
2861500000.000000	-2.01107491	-2.01105504	-2.01107491	-0.00001987
2862000000.000000	-2.00352721	-2.00353796	-2.00352721	0.00001075
2862500000.000000	-1.99576000	-1.99590200	-1.99576000	0.00014200
2863000000.000000	-1.98764464	-1.98757234	-1.98764464	-0.00007230
2863500000.000000	-1.97925994	-1.97927199	-1.97925994	0.00001205
2864000000.000000	-1.97106478	-1.97112210	-1.97106478	0.00005732
2864500000.000000	-1.96732855	-1.96731617	-1.96732855	-0.00001238
2865000000.000000	-1.96436581	-1.96384114	-1.96436581	-0.00052467
2865500000.000000	-1.96087905	-1.96097806	-1.96087905	0.00009901
2866000000.000000	-1.95889695	-1.95907770	-1.95889695	0.00018075
2866500000.000000	-1.95974698	-1.95982026	-1.95974698	0.00007328
2867000000.000000	-1.95910669	-1.95914609	-1.95910669	0.00003941
2867500000.000000	-1.96748911	-1.96749237	-1.96748911	0.00000326
2868000000.000000	-1.97926873	-1.97929804	-1.97926873	0.00002931
2868500000.000000	-1.99182445	-1.99180068	-1.99182445	-0.00002377
2869000000.000000	-1.99617362	-1.99640355	-1.99617362	0.00022993
2869500000.000000	-1.98493235	-1.98492551	-1.98493235	-0.00000684
2870000000.000000	-1.97363605	-1.97368034	-1.97363605	0.00004429
2870500000.000000	-1.96460812	-1.96469247	-1.96460812	0.00008435
2871000000.000000	-1.96199842	-1.96200135	-1.96199842	0.00000293
2871500000.000000	-1.95999515	-1.96031464	-1.95999515	0.00031949
2872000000.000000	-1.96081750	-1.96039183	-1.96081750	-0.00042567
2872500000.000000	-1.95813615	-1.95818500	-1.95813615	0.00004885
2873000000.000000	-1.96527284	-1.96534319	-1.96527284	0.00007035
2873500000.000000	-1.96547476	-1.96551905	-1.96547476	0.00004429
2874000000.000000	-1.97166632	-1.97166143	-1.97166632	-0.00000489
2874500000.000000	-1.97981066	-1.97982662	-1.97981066	0.00001596
2875000000.000000	-1.98814293	-1.98808463	-1.98814293	-0.00005830
2875500000.000000	-1.99593978	-1.99594890	-1.99593978	0.00000912
2876000000.000000	-2.00343374	-2.00346533	-2.00343374	0.00003159
2876500000.000000	-2.01056586	-2.01044048	-2.01056586	-0.00012539
2877000000.000000	-2.01681376	-2.01673983	-2.01681376	-0.00007393
2877500000.000000	-2.02308153	-2.02306752	-2.02308153	-0.00001400
