# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07428830	-2.07430849	-2.07428830	0.00002019
2840500000.000000	-2.07397336	-2.07395740	-2.07397336	-0.00001596
2841000000.000000	-2.07383593	-2.07382029	-2.07383593	-0.00001563
2841500000.000000	-2.07386459	-2.07376916	-2.07386459	-0.00009543
2842000000.000000	-2.07356528	-2.07352001	-2.07356528	-0.00004527
2842500000.000000	-2.07342719	-2.07347246	-2.07342719	0.00004527
2843000000.000000	-2.07357180	-2.07347409	-2.07357180	-0.00009770
2843500000.000000	-2.07357570	-2.07350601	-2.07357570	-0.00006970
2844000000.000000	-2.07337280	-2.07336890	-2.07337280	-0.00000391
2844500000.000000	-2.07375939	-2.07383527	-2.07375939	0.00007588
2845000000.000000	-2.07295528	-2.07296244	-2.07295528	0.00000717
2845500000.000000	-2.07325523	-2.07338746	-2.07325523	0.00013223
2846000000.000000	-2.07282435	-2.07282207	-2.07282435	-0.00000228
2846500000.000000	-2.07213228	-2.07215833	-2.07213228	0.00002605
2847000000.000000	-2.07195185	-2.07202676	-2.07195185	0.00007491
2847500000.000000	-2.07208766	-2.07202252	-2.07208766	-0.00006514
2848000000.000000	-2.07165157	-2.07165841	-2.07165157	0.00000684
2848500000.000000	-2.07140242	-2.07136692	-2.07140242	-0.00003550
2849000000.000000	-2.07169717	-2.07167535	-2.07169717	-0.00002182
2849500000.000000	-2.07135194	-2.07132621	-2.07135194	-0.00002573
2850000000.000000	-2.07091195	-2.07087579	-2.07091195	-0.00003615
2850500000.000000	-2.07137604	-2.07121581	-2.07137604	-0.00016024
2851000000.000000	-2.07006029	-2.07023094	-2.07006029	0.00017066
2851500000.000000	-2.06988214	-2.06993392	-2.06988214	0.00005178
2852000000.000000	-2.06835403	-2.06842992	-2.06835403	0.00007588
2852500000.000000	-2.06665104	-2.06661228	-2.06665104	-0.00003876
2853000000.000000	-2.06620941	-2.06623938	-2.06620941	0.00002996
2853500000.000000	-2.06428235	-2.06432273	-2.06428235	0.00004038
2854000000.000000	-2.06314539	-2.06320792	-2.06314539	0.00006253
2854500000.000000	-2.06173030	-2.06175147	-2.06173030	0.00002117
2855000000.000000	-2.05994621	-2.05993025	-2.05994621	-0.00001596
