# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07843326	-2.07791673	-2.07843326	-0.00051653
2840500000.000000	-2.07768061	-2.08014538	-2.07768061	0.00246477
2841000000.000000	-2.07898399	-2.07880650	-2.07898399	-0.00017750
2841500000.000000	-2.07948913	-2.07844629	-2.07948913	-0.00104284
2842000000.000000	-2.07890159	-2.07882050	-2.07890159	-0.00008110
2842500000.000000	-2.07825316	-2.07907518	-2.07825316	0.00082202
2843000000.000000	-2.07827270	-2.07847560	-2.07827270	0.00020290
2843500000.000000	-2.07797242	-2.07815904	-2.07797242	0.00018662
2844000000.000000	-2.07871661	-2.07964676	-2.07871661	0.00093015
2844500000.000000	-2.07744091	-2.07914325	-2.07744091	0.00170234
2845000000.000000	-2.07692731	-2.07734320	-2.07692731	0.00041590
2845500000.000000	-2.07733441	-2.07750181	-2.07733441	0.00016740
2846000000.000000	-2.07650327	-2.07664592	-2.07650327	0.00014265
2846500000.000000	-2.07673483	-2.07651011	-2.07673483	-0.00022472
2847000000.000000	-2.07791119	-2.07383918	-2.07791119	-0.00407201
2847500000.000000	-2.07551971	-2.07580696	-2.07551971	0.00028725
2848000000.000000	-2.07524092	-2.07531192	-2.07524092	0.00007100
2848500000.000000	-2.07480907	-2.07487844	-2.07480907	0.00006937
2849000000.000000	-2.07449869	-2.07457555	-2.07449869	0.00007686
2849500000.000000	-2.07436516	-2.07424857	-2.07436516	-0.00011659
2850000000.000000	-2.07396001	-2.07423489	-2.07396001	0.00027488
2850500000.000000	-2.07419646	-2.07387957	-2.07419646	-0.00031689
2851000000.000000	-2.07286572	-2.07315427	-2.07286572	0.00028855
2851500000.000000	-2.07283901	-2.07253319	-2.07283901	-0.00030582
2852000000.000000	-2.07001664	-2.07617596	-2.07001664	0.00615931
2852500000.000000	-2.07051429	-2.07074259	-2.07051429	0.00022830
2853000000.000000	-2.06879598	-2.06874616	-2.06879598	-0.00004983
2853500000.000000	-2.06731966	-2.06738708	-2.06731966	0.00006742
2854000000.000000	-2.06611529	-2.06601889	-2.06611529	-0.00009640
2854500000.000000	-2.06455755	-2.06449893	-2.06455755	-0.00005862
2855000000.000000	-2.06258521	-2.06264156	-2.06258521	0.00005634
2855500000.000000	-2.06165279	-2.06129877	-2.06165279	-0.00035402
2856000000.000000	-2.05990224	-2.05972800	-2.05990224	-0.00017424
2856500000.000000	-2.05659135	-2.05684538	-2.05659135	0.00025403
2857000000.000000	-2.05270595	-2.05249556	-2.05270595	-0.00021039
2857500000.000000	-2.04813956	-2.04804022	-2.04813956	-0.00009933
2858000000.000000	-2.04581776	-2.04600112	-2.04581776	0.00018336
2858500000.000000	-2.04287555	-2.04287913	-2.04287555	0.00000358
2859000000.000000	-2.03891622	-2.03789130	-2.03891622	-0.00102492
2859500000.000000	-2.03118712	-2.03132977	-2.03118712	0.00014265
2860000000.000000	-2.02549451	-2.02541635	-2.02549451	-0.00007816
2860500000.000000	-2.01891539	-2.01979115	-2.01891539	0.00087576
2861000000.000000	-2.01950781	-2.01974784	-2.01950781	0.00024003
