# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.08290586	-2.08281076	-2.08290586	-0.00009510
2840500000.000000	-2.08331199	-2.08216005	-2.08331199	-0.00115194
2841000000.000000	-2.07991512	-2.07967998	-2.07991512	-0.00023514
2841500000.000000	-2.07982328	-2.07995681	-2.07982328	0.00013353
2842000000.000000	-2.07488267	-2.07426648	-2.07488267	-0.00061619
2842500000.000000	-2.07420232	-2.07399193	-2.07420232	-0.00021039
2843000000.000000	-2.07214824	-2.07130667	-2.07214824	-0.00084156
2843500000.000000	-2.07294193	-2.07259801	-2.07294193	-0.00034392
2844000000.000000	-2.07465697	-2.07368513	-2.07465697	-0.00097184
2844500000.000000	-2.07122102	-2.07163854	-2.07122102	0.00041753
2845000000.000000	-2.07692665	-2.07686217	-2.07692665	-0.00006449
2845500000.000000	-2.08155200	-2.08243297	-2.08155200	0.00088097
2846000000.000000	-2.07708135	-2.07726667	-2.07708135	0.00018531
2846500000.000000	-2.07996821	-2.07986268	-2.07996821	-0.00010552
2847000000.000000	-2.08066419	-2.08085960	-2.08066419	0.00019541
2847500000.000000	-2.08070067	-2.08058700	-2.08070067	-0.00011366
2848000000.000000	-2.07997342	-2.08141163	-2.07997342	0.00143822
2848500000.000000	-2.07946731	-2.07935625	-2.07946731	-0.00011106
2849000000.000000	-2.07934355	-2.08085309	-2.07934355	0.00150954
2849500000.000000	-2.07967249	-2.07962722	-2.07967249	-0.00004527
2850000000.000000	-2.07869641	-2.07868404	-2.07869641	-0.00001238
2850500000.000000	-2.07731617	-2.07736861	-2.07731617	0.00005243
2851000000.000000	-2.07674883	-2.07685859	-2.07674883	0.00010976
2851500000.000000	-2.07275401	-2.07491198	-2.07275401	0.00215797
2852000000.000000	-2.07536501	-2.07557214	-2.07536501	0.00020713
2852500000.000000	-2.07284846	-2.07281426	-2.07284846	-0.00003420
2853000000.000000	-2.06811303	-2.06807785	-2.06811303	-0.00003517
2853500000.000000	-2.06850320	-2.06855824	-2.06850320	0.00005504
2854000000.000000	-2.07216680	-2.07238240	-2.07216680	0.00021560
2854500000.000000	-2.06851981	-2.06852892	-2.06851981	0.00000912
2855000000.000000	-2.06216802	-2.06230904	-2.06216802	0.00014102
2855500000.000000	-2.06324603	-2.06300632	-2.06324603	-0.00023970
2856000000.000000	-2.06457774	-2.06432273	-2.06457774	-0.00025501
2856500000.000000	-2.05881707	-2.05905872	-2.05881707	0.00024166
2857000000.000000	-2.05662229	-2.05646336	-2.05662229	-0.00015893
2857500000.000000	-2.05488347	-2.05326906	-2.05488347	-0.00161441
2858000000.000000	-2.04025054	-2.04005546	-2.04025054	-0.00019508
2858500000.000000	-2.04470849	-2.04456226	-2.04470849	-0.00014623
2859000000.000000	-2.04394997	-2.04309245	-2.04394997	-0.00085752
2859500000.000000	-2.03886769	-2.03833227	-2.03886769	-0.00053542
2860000000.000000	-2.03244197	-2.03246282	-2.03244197	0.00002084
2860500000.000000	-2.01905250	-2.01883430	-2.01905250	-0.00021821
2861000000.000000	-2.01789666	-2.01795235	-2.01789666	0.00005569
2861500000.000000	-2.01044048	-2.01074987	-2.01044048	0.00030940
2862000000.000000	-2.00156627	-2.00129693	-2.00156627	-0.00026934
2862500000.000000	-1.99400880	-1.99380232	-1.99400880	-0.00020648
2863000000.000000	-1.98582179	-1.98573386	-1.98582179	-0.00008793
2863500000.000000	-1.97727262	-1.97731300	-1.97727262	0.00004038
2864000000.000000	-1.97225092	-1.97178031	-1.97225092	-0.00047061
2864500000.000000	-1.96656678	-1.96286637	-1.96656678	-0.00370041
2865000000.000000	-1.95960954	-1.95872434	-1.95960954	-0.00088521
2865500000.000000	-1.95511707	-1.95562742	-1.95511707	0.00051034
2866000000.000000	-1.95489887	-1.95558931	-1.95489887	0.00069045
2866500000.000000	-1.95515713	-1.95428691	-1.95515713	-0.00087022
2867000000.000000	-1.95692461	-1.95775282	-1.95692461	0.00082821
2867500000.000000	-1.96493934	-1.96411894	-1.96493934	-0.00082039
2868000000.000000	-1.97423237	-1.97516936	-1.97423237	0.00093699
2868500000.000000	-1.98660962	-1.98649367	-1.98660962	-0.00011594
2869000000.000000	-1.99146587	-1.99161080	-1.99146587	0.00014493
2869500000.000000	-1.98350782	-1.98351921	-1.98350782	0.00001140
2870000000.000000	-1.97344878	-1.97266225	-1.97344878	-0.00078652
2870500000.000000	-1.96504388	-1.96590206	-1.96504388	0.00085817
2871000000.000000	-1.95841461	-1.95894743	-1.95841461	0.00053282
2871500000.000000	-1.95730175	-1.95732911	-1.95730175	0.00002736
2872000000.000000	-1.95208334	-1.95292718	-1.95208334	0.00084384
2872500000.000000	-1.95457774	-1.95365639	-1.95457774	-0.00092136
2873000000.000000	-1.95714673	-1.95727146	-1.95714673	0.00012474
2873500000.000000	-1.96280937	-1.96038043	-1.96280937	-0.00242894
2874000000.000000	-1.96841861	-1.96672538	-1.96841861	-0.00169322
2874500000.000000	-1.97631218	-1.97614185	-1.97631218	-0.00017033
2875000000.000000	-1.98425461	-1.98815563	-1.98425461	0.00390103
2875500000.000000	-1.99374240	-1.99457354	-1.99374240	0.00083114
2876000000.000000	-2.00204796	-2.00116601	-2.00204796	-0.00088195
2876500000.000000	-2.00914198	-2.00917976	-2.00914198	0.00003778
2877000000.000000	-2.01720328	-2.01689681	-2.01720328	-0.00030647
2877500000.000000	-2.02395598	-2.02398562	-2.02395598	0.00002964
2878000000.000000	-2.03001466	-2.02983456	-2.03001466	-0.00018010
2878500000.000000	-2.03623357	-2.03577664	-2.03623357	-0.00045693
2879000000.000000	-2.03994538	-2.03997664	-2.03994538	0.00003127
2879500000.000000	-2.04179233	-2.04090745	-2.04179233	-0.00088488
2880000000.000000	-2.04834311	-2.04839913	-2.04834311	0.00005602
2880500000.000000	-2.05260695	-2.05202886	-2.05260695	-0.00057809
2881000000.000000	-2.05485969	-2.05541010	-2.05485969	0.00055040
2881500000.000000	-2.05825396	-2.05842462	-2.05825396	0.00017066
2882000000.000000	-2.06242042	-2.06239436	-2.06242042	-0.00002605
2882500000.000000	-2.06319033	-2.06325482	-2.06319033	0.00006449
2883000000.000000	-2.06489431	-2.06484122	-2.06489431	-0.00005309
2883500000.000000	-2.07013617	-2.07032116	-2.07013617	0.00018499
2884000000.000000	-2.06986194	-2.06988670	-2.06986194	0.00002475
2884500000.000000	-2.07202545	-2.07206030	-2.07202545	0.00003485
2885000000.000000	-2.07559657	-2.07545685	-2.07559657	-0.00013972
2885500000.000000	-2.07675600	-2.07704618	-2.07675600	0.00029018
2886000000.000000	-2.07758877	-2.07786592	-2.07758877	0.00027716
2886500000.000000	-2.07837725	-2.07807078	-2.07837725	-0.00030647
2887000000.000000	-2.07923347	-2.07529922	-2.07923347	-0.00393425
2887500000.000000	-2.07862672	-2.07910026	-2.07862672	0.00047354
2888000000.000000	-2.07897683	-2.08057039	-2.07897683	0.00159357
2888500000.000000	-2.07923249	-2.07873159	-2.07923249	-0.00050090
2889000000.000000	-2.07942888	-2.07952300	-2.07942888	0.00009412
2889500000.000000	-2.08209524	-2.08240464	-2.08209524	0.00030940
2890000000.000000	-2.08085927	-2.08128559	-2.08085927	0.00042632
2890500000.000000	-2.07940705	-2.07930935	-2.07940705	-0.00009770
2891000000.000000	-2.07739629	-2.07710578	-2.07739629	-0.00029051
2891500000.000000	-2.07650196	-2.07661726	-2.07650196	0.00011529
2892000000.000000	-2.07772555	-2.07716017	-2.07772555	-0.00056539
2892500000.000000	-2.07603103	-2.07603526	-2.07603103	0.00000423
2893000000.000000	-2.07815578	-2.07843685	-2.07815578	0.00028106
2893500000.000000	-2.07737707	-2.07749106	-2.07737707	0.00011399
2894000000.000000	-2.08154940	-2.08132989	-2.08154940	-0.00021951
2894500000.000000	-2.08138330	-2.08102765	-2.08138330	-0.00035565
2895000000.000000	-2.08190634	-2.08163798	-2.08190634	-0.00026836
2895500000.000000	-2.08130318	-2.08128852	-2.08130318	-0.00001466
2896000000.000000	-2.08089086	-2.08100518	-2.08089086	0.00011431
2896500000.000000	-2.08281304	-2.08295179	-2.08281304	0.00013874
2897000000.000000	-2.08238835	-2.08243590	-2.08238835	0.00004755
2897500000.000000	-2.08234699	-2.08230335	-2.08234699	-0.00004364
2898000000.000000	-2.08208189	-2.08255673	-2.08208189	0.00047485
2898500000.000000	-2.07504616	-2.07494715	-2.07504616	-0.00009901
2899000000.000000	-2.07921816	-2.07928102	-2.07921816	0.00006286
2899500000.000000	-2.07652769	-2.07643878	-2.07652769	-0.00008891
2900000000.000000	-2.08247727	-2.08157708	-2.08247727	-0.00090019
