# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.07854888	-2.07807273	-2.07854888	-0.00047615
2840500000.000000	-2.07882538	-2.07886414	-2.07882538	0.00003876
2841000000.000000	-2.07834631	-2.07826651	-2.07834631	-0.00007979
2841500000.000000	-2.07780274	-2.07782652	-2.07780274	0.00002377
2842000000.000000	-2.07735981	-2.07750637	-2.07735981	0.00014656
2842500000.000000	-2.07731845	-2.07740606	-2.07731845	0.00008761
2843000000.000000	-2.07740476	-2.07738196	-2.07740476	-0.00002280
2843500000.000000	-2.07627138	-2.07636485	-2.07627138	0.00009347
2844000000.000000	-2.07500773	-2.07497647	-2.07500773	-0.00003127
2844500000.000000	-2.07890876	-2.07892570	-2.07890876	0.00001694
2845000000.000000	-2.07614404	-2.07606392	-2.07614404	-0.00008012
2845500000.000000	-2.07518653	-2.07513182	-2.07518653	-0.00005471
2846000000.000000	-2.07438275	-2.07450944	-2.07438275	0.00012669
2846500000.000000	-2.07506049	-2.07498005	-2.07506049	-0.00008044
2847000000.000000	-2.07492012	-2.07488690	-2.07492012	-0.00003322
2847500000.000000	-2.07370435	-2.07365875	-2.07370435	-0.00004560
2848000000.000000	-2.07348549	-2.07356593	-2.07348549	0.00008044
2848500000.000000	-2.07290740	-2.07280579	-2.07290740	-0.00010161
2849000000.000000	-2.07335978	-2.07343599	-2.07335978	0.00007621
2849500000.000000	-2.07499177	-2.07490775	-2.07499177	-0.00008403
2850000000.000000	-2.07495953	-2.07499210	-2.07495953	0.00003257
2850500000.000000	-2.07374767	-2.07373496	-2.07374767	-0.00001270
2851000000.000000	-2.07082434	-2.07083020	-2.07082434	0.00000586
2851500000.000000	-2.07098946	-2.07102137	-2.07098946	0.00003192
2852000000.000000	-2.06899595	-2.06903308	-2.06899595	0.00003713
2852500000.000000	-2.07044882	-2.07038304	-2.07044882	-0.00006579
2853000000.000000	-2.07008862	-2.07007071	-2.07008862	-0.00001791
2853500000.000000	-2.06677773	-2.06676991	-2.06677773	-0.00000782
2854000000.000000	-2.06564044	-2.06559843	-2.06564044	-0.00004201
2854500000.000000	-2.06380620	-2.06356226	-2.06380620	-0.00024394
2855000000.000000	-2.06335904	-2.06304345	-2.06335904	-0.00031559
2855500000.000000	-2.05981691	-2.05982017	-2.05981691	0.00000326
2856000000.000000	-2.05806702	-2.05800709	-2.05806702	-0.00005993
2856500000.000000	-2.05382402	-2.05378364	-2.05382402	-0.00004038
2857000000.000000	-2.04996436	-2.05001777	-2.04996436	0.00005341
2857500000.000000	-2.04588844	-2.04594445	-2.04588844	0.00005602
2858000000.000000	-2.04311851	-2.04306509	-2.04311851	-0.00005341
2858500000.000000	-2.03642898	-2.03645015	-2.03642898	0.00002117
2859000000.000000	-2.03448628	-2.03430358	-2.03448628	-0.00018271
2859500000.000000	-2.03429804	-2.03428729	-2.03429804	-0.00001075
2860000000.000000	-2.03009966	-2.03003518	-2.03009966	-0.00006449
2860500000.000000	-2.02418624	-2.02406639	-2.02418624	-0.00011985
2861000000.000000	-2.01543905	-2.01536512	-2.01543905	-0.00007393
2861500000.000000	-2.00903092	-2.00893843	-2.00903092	-0.00009249
2862000000.000000	-2.00016584	-2.00018635	-2.00016584	0.00002052
2862500000.000000	-1.99441949	-1.99419542	-1.99441949	-0.00022407
2863000000.000000	-1.98558567	-1.98570910	-1.98558567	0.00012343
2863500000.000000	-1.97446979	-1.97428937	-1.97446979	-0.00018043
2864000000.000000	-1.96755392	-1.96759430	-1.96755392	0.00004038
2864500000.000000	-1.95971799	-1.95952779	-1.95971799	-0.00019020
2865000000.000000	-1.95702492	-1.95700440	-1.95702492	-0.00002052
2865500000.000000	-1.95328283	-1.95331116	-1.95328283	0.00002833
2866000000.000000	-1.95272656	-1.95274513	-1.95272656	0.00001856
2866500000.000000	-1.95291904	-1.95277704	-1.95291904	-0.00014200
2867000000.000000	-1.95654063	-1.95643544	-1.95654063	-0.00010520
2867500000.000000	-1.96255925	-1.96247327	-1.96255925	-0.00008598
2868000000.000000	-1.97338429	-1.97341132	-1.97338429	0.00002703
2868500000.000000	-1.98401979	-1.98390645	-1.98401979	-0.00011334
2869000000.000000	-1.99249503	-1.99256733	-1.99249503	0.00007230
2869500000.000000	-1.98723102	-1.98722125	-1.98723102	-0.00000977
2870000000.000000	-1.97557321	-1.97562922	-1.97557321	0.00005602
2870500000.000000	-1.96535393	-1.96582096	-1.96535393	0.00046703
2871000000.000000	-1.96030357	-1.96027491	-1.96030357	-0.00002866
2871500000.000000	-1.95755774	-1.95681323	-1.95755774	-0.00074451
2872000000.000000	-1.95750107	-1.95742193	-1.95750107	-0.00007914
2872500000.000000	-1.96055076	-1.96060613	-1.96055076	0.00005537
2873000000.000000	-1.96251431	-1.96258140	-1.96251431	0.00006709
2873500000.000000	-1.96745328	-1.96750116	-1.96745328	0.00004788
2874000000.000000	-1.96893221	-1.96896087	-1.96893221	0.00002866
2874500000.000000	-1.97824576	-1.97818323	-1.97824576	-0.00006253
2875000000.000000	-1.99100568	-1.99113661	-1.99100568	0.00013092
2875500000.000000	-2.00039219	-2.00031467	-2.00039219	-0.00007751
2876000000.000000	-2.00858669	-2.00857399	-2.00858669	-0.00001270
2876500000.000000	-2.01571100	-2.01553936	-2.01571100	-0.00017163
2877000000.000000	-2.01591129	-2.01600086	-2.01591129	0.00008956
2877500000.000000	-2.02643541	-2.02653311	-2.02643541	0.00009770
2878000000.000000	-2.03304123	-2.03308552	-2.03304123	0.00004429
2878500000.000000	-2.03841565	-2.03837494	-2.03841565	-0.00004071
2879000000.000000	-2.04320611	-2.04330284	-2.04320611	0.00009673
2879500000.000000	-2.04158063	-2.04143505	-2.04158063	-0.00014558
2880000000.000000	-2.04558588	-2.04565492	-2.04558588	0.00006904
2880500000.000000	-2.04833953	-2.04843039	-2.04833953	0.00009087
2881000000.000000	-2.05223013	-2.05219300	-2.05223013	-0.00003713
2881500000.000000	-2.05540684	-2.05553711	-2.05540684	0.00013027
2882000000.000000	-2.06083402	-2.06081155	-2.06083402	-0.00002247
2882500000.000000	-2.06390521	-2.06399835	-2.06390521	0.00009315
2883000000.000000	-2.06602149	-2.06610878	-2.06602149	0.00008728
2883500000.000000	-2.06422438	-2.06427714	-2.06422438	0.00005276
2884000000.000000	-2.06481712	-2.06486076	-2.06481712	0.00004364
2884500000.000000	-2.06606286	-2.06614981	-2.06606286	0.00008696
2885000000.000000	-2.06676177	-2.06666439	-2.06676177	-0.00009738
2885500000.000000	-2.06783099	-2.06797396	-2.06783099	0.00014297
2886000000.000000	-2.06920602	-2.06920374	-2.06920602	-0.00000228
2886500000.000000	-2.07121450	-2.07128322	-2.07121450	0.00006872
2887000000.000000	-2.07301781	-2.07312333	-2.07301781	0.00010552
2887500000.000000	-2.07434594	-2.07425085	-2.07434594	-0.00009510
2888000000.000000	-2.07434627	-2.07420492	-2.07434627	-0.00014135
2888500000.000000	-2.07434464	-2.07434953	-2.07434464	0.00000489
2889000000.000000	-2.07496018	-2.07467586	-2.07496018	-0.00028432
2889500000.000000	-2.07479995	-2.07442737	-2.07479995	-0.00037258
2890000000.000000	-2.07524939	-2.07488332	-2.07524939	-0.00036607
2890500000.000000	-2.07552817	-2.07545685	-2.07552817	-0.00007132
2891000000.000000	-2.07550179	-2.07562034	-2.07550179	0.00011855
2891500000.000000	-2.07560894	-2.07552459	-2.07560894	-0.00008435
2892000000.000000	-2.07586428	-2.07579816	-2.07586428	-0.00006611
2892500000.000000	-2.07499210	-2.07510967	-2.07499210	0.00011757
2893000000.000000	-2.07659641	-2.07622513	-2.07659641	-0.00037128
2893500000.000000	-2.07595026	-2.07620396	-2.07595026	0.00025371
2894000000.000000	-2.07637886	-2.07645735	-2.07637886	0.00007849
2894500000.000000	-2.07678954	-2.07695792	-2.07678954	0.00016838
2895000000.000000	-2.07695466	-2.07682700	-2.07695466	-0.00012767
2895500000.000000	-2.07671724	-2.07661856	-2.07671724	-0.00009868
2896000000.000000	-2.07647330	-2.07648079	-2.07647330	0.00000749
2896500000.000000	-2.07732724	-2.07730770	-2.07732724	-0.00001954
2897000000.000000	-2.07729891	-2.07721651	-2.07729891	-0.00008240
2897500000.000000	-2.07702696	-2.07708070	-2.07702696	0.00005374
2898000000.000000	-2.07739564	-2.07739922	-2.07739564	0.00000358
2898500000.000000	-2.07719176	-2.07708070	-2.07719176	-0.00011106
2899000000.000000	-2.07761059	-2.07741518	-2.07761059	-0.00019541
2899500000.000000	-2.07738717	-2.07721130	-2.07738717	-0.00017587
2900000000.000000	-2.07662638	-2.07666741	-2.07662638	0.00004104
