# 扫描参数	信号	背景	对比度	差分信号
2840000000.000000	-2.53948735	-2.53981303	-0.00006412	0.00032568
2840500000.000000	-2.53623052	-2.53883598	-0.00051338	0.00260546
2841000000.000000	-2.53753325	-2.53883598	-0.00025663	0.00130273
2841500000.000000	-2.53655620	-2.53753325	-0.00019256	0.00097705
2842000000.000000	-2.53557915	-2.53688189	-0.00025682	0.00130273
2842500000.000000	-2.53525347	-2.53395074	0.00025699	-0.00130273
2843000000.000000	-2.53785893	-2.53492779	0.00057782	-0.00293114
2843500000.000000	-2.53329938	-2.53525347	-0.00038553	0.00195410
2844000000.000000	-2.53688189	-2.53785893	-0.00019253	0.00097705
2844500000.000000	-2.53623052	-2.53753325	-0.00025676	0.00130273
2845000000.000000	-2.53525347	-2.53492779	0.00006423	-0.00032568
2845500000.000000	-2.53916166	-2.53785893	0.00025659	-0.00130273
2846000000.000000	-2.53688189	-2.53297369	0.00077087	-0.00390819
2846500000.000000	-2.53623052	-2.53753325	-0.00025676	0.00130273
2847000000.000000	-2.53492779	-2.53655620	-0.00032109	0.00162841
2847500000.000000	-2.53362506	-2.53427642	-0.00012853	0.00065137
2848000000.000000	-2.53557915	-2.53427642	0.00025696	-0.00130273
2848500000.000000	-2.53264801	-2.53264801	0.00000000	0.00000000
2849000000.000000	-2.53557915	-2.53329938	0.00044976	-0.00227978
2849500000.000000	-2.53199664	-2.52971686	0.00045040	-0.00227978
2850000000.000000	-2.53134528	-2.53199664	-0.00012864	0.00065137
2850500000.000000	-2.53167096	-2.53329938	-0.00032151	0.00162841
2851000000.000000	-2.52939118	-2.53199664	-0.00051477	0.00260546
2851500000.000000	-2.52841413	-2.52776277	0.00012883	-0.00065137
2852000000.000000	-2.52841413	-2.52939118	-0.00019318	0.00097705
2852500000.000000	-2.52580867	-2.52678572	-0.00019338	0.00097705
2853000000.000000	-2.52678572	-2.52646004	0.00006445	-0.00032568
2853500000.000000	-2.52320321	-2.52418026	-0.00019358	0.00097705
2854000000.000000	-2.52124911	-2.52157480	-0.00006458	0.00032568
2854500000.000000	-2.51701524	-2.51994638	-0.00058193	0.00293114
2855000000.000000	-2.51636387	-2.51571251	0.00012944	-0.00065137
2855500000.000000	-2.51538682	-2.51668956	-0.00025889	0.00130273
2856000000.000000	-2.51147863	-2.51278136	-0.00025929	0.00130273
2856500000.000000	-2.50789612	-2.51115295	-0.00064889	0.00325683
2857000000.000000	-2.50626771	-2.50529066	0.00019496	-0.00097705
2857500000.000000	-2.50463929	-2.50170815	0.00058549	-0.00293114
2858000000.000000	-2.49486881	-2.49226335	0.00052244	-0.00260546
2858500000.000000	-2.48900652	-2.48802947	0.00019631	-0.00097705
2859000000.000000	-2.48509833	-2.48444696	0.00013107	-0.00065137
2859500000.000000	-2.47695626	-2.47891036	-0.00039430	0.00195410
2860000000.000000	-2.47174534	-2.47174534	0.00000000	0.00000000
2860500000.000000	-2.46588305	-2.46392895	0.00039638	-0.00195410
2861000000.000000	-2.45415847	-2.45546120	-0.00026534	0.00130273
2861500000.000000	-2.44731913	-2.44829618	-0.00019958	0.00097705
2862000000.000000	-2.43526887	-2.43201204	0.00066913	-0.00325683
2862500000.000000	-2.42614975	-2.42517270	0.00020140	-0.00097705
2863000000.000000	-2.41377381	-2.41116834	0.00054000	-0.00260546
2863500000.000000	-2.40302628	-2.39944377	0.00074597	-0.00358251
2864000000.000000	-2.39130170	-2.39227875	-0.00020425	0.00097705
2864500000.000000	-2.38543941	-2.38250826	0.00061476	-0.00293114
2865000000.000000	-2.38022848	-2.38055417	-0.00006841	0.00032568
2865500000.000000	-2.37827439	-2.37990280	-0.00034223	0.00162841
2866000000.000000	-2.37306346	-2.37143505	0.00034322	-0.00162841
2866500000.000000	-2.37404051	-2.37469188	-0.00013717	0.00065137
2867000000.000000	-2.37762302	-2.37925144	-0.00034233	0.00162841
2867500000.000000	-2.38999897	-2.38999897	0.00000000	0.00000000
2868000000.000000	-2.40921425	-2.40758583	0.00033807	-0.00162841
2868500000.000000	-2.41963610	-2.42028746	-0.00013458	0.00065137
2869000000.000000	-2.42549839	-2.42159019	0.00080630	-0.00390819
2869500000.000000	-2.41019130	-2.41181971	-0.00033770	0.00162841
2870000000.000000	-2.39879240	-2.39618694	0.00054337	-0.00260546
2870500000.000000	-2.38478804	-2.38543941	-0.00013655	0.00065137
2871000000.000000	-2.37599461	-2.37338915	0.00054859	-0.00260546
2871500000.000000	-2.37241210	-2.37273778	-0.00006863	0.00032568
2872000000.000000	-2.37338915	-2.37371483	-0.00006861	0.00032568
2872500000.000000	-2.37664597	-2.37501756	0.00034270	-0.00162841
2873000000.000000	-2.37925144	-2.37794870	0.00027384	-0.00130273
2873500000.000000	-2.38739350	-2.38674214	0.00013644	-0.00065137
2874000000.000000	-2.39618694	-2.39651262	-0.00006795	0.00032568
2874500000.000000	-2.40563174	-2.40335196	0.00047407	-0.00227978
2875000000.000000	-2.41996178	-2.41865905	0.00026924	-0.00130273
2875500000.000000	-2.42842953	-2.42484702	0.00073816	-0.00358251
2876000000.000000	-2.43852570	-2.43592023	0.00053451	-0.00260546
2876500000.000000	-2.44894754	-2.44927323	-0.00006649	0.00032568
2877000000.000000	-2.45871803	-2.45708961	0.00033126	-0.00162841
2877500000.000000	-2.46620873	-2.46523168	0.00019813	-0.00097705
2878000000.000000	-2.47369943	-2.47467648	-0.00019745	0.00097705
2878500000.000000	-2.48151582	-2.48151582	0.00000000	0.00000000
2879000000.000000	-2.48444696	-2.48607538	-0.00032761	0.00162841
2879500000.000000	-2.49258903	-2.49226335	0.00006533	-0.00032568
2880000000.000000	-2.49617154	-2.49682291	-0.00013046	0.00065137
2880500000.000000	-2.50301088	-2.50398793	-0.00019514	0.00097705
2881000000.000000	-2.50463929	-2.50691907	-0.00045490	0.00227978
2881500000.000000	-2.50822180	-2.50887317	-0.00012983	0.00065137
2882000000.000000	-2.51245568	-2.51082727	0.00032417	-0.00162841
2882500000.000000	-2.51343273	-2.51440978	-0.00019433	0.00097705
2883000000.000000	-2.51831797	-2.51636387	0.00038813	-0.00195410
2883500000.000000	-2.51766660	-2.51962070	-0.00038793	0.00195410
2884000000.000000	-2.51962070	-2.52320321	-0.00071042	0.00358251
2884500000.000000	-2.52255184	-2.52450594	-0.00038718	0.00195410
2885000000.000000	-2.52515731	-2.52873982	-0.00070886	0.00358251
2885500000.000000	-2.52678572	-2.52678572	0.00000000	0.00000000
2886000000.000000	-2.52580867	-2.52548299	0.00006448	-0.00032568
2886500000.000000	-2.52515731	-2.52613435	-0.00019343	0.00097705
2887000000.000000	-2.53036823	-2.52613435	0.00083731	-0.00423388
2887500000.000000	-2.52743709	-2.52711140	0.00006443	-0.00032568
2888000000.000000	-2.53069391	-2.52939118	0.00025745	-0.00130273
2888500000.000000	-2.53167096	-2.53134528	0.00006433	-0.00032568
2889000000.000000	-2.53036823	-2.53069391	-0.00006435	0.00032568
2889500000.000000	-2.52971686	-2.53232233	-0.00051471	0.00260546
2890000000.000000	-2.53297369	-2.53395074	-0.00019283	0.00097705
2890500000.000000	-2.53232233	-2.53101960	0.00025729	-0.00130273
2891000000.000000	-2.53199664	-2.53264801	-0.00012861	0.00065137
2891500000.000000	-2.53232233	-2.52906550	0.00064347	-0.00325683
2892000000.000000	-2.53525347	-2.53232233	0.00057841	-0.00293114
2892500000.000000	-2.53590484	-2.53688189	-0.00019261	0.00097705
2893000000.000000	-2.53101960	-2.53460211	-0.00070722	0.00358251
2893500000.000000	-2.53590484	-2.53655620	-0.00012841	0.00065137
2894000000.000000	-2.53460211	-2.53525347	-0.00012848	0.00065137
2894500000.000000	-2.53720757	-2.53525347	0.00038524	-0.00195410
2895000000.000000	-2.53655620	-2.53720757	-0.00012838	0.00065137
2895500000.000000	-2.53557915	-2.53623052	-0.00012843	0.00065137
2896000000.000000	-2.53688189	-2.53818462	-0.00025669	0.00130273
2896500000.000000	-2.53623052	-2.53688189	-0.00012840	0.00065137
2897000000.000000	-2.53655620	-2.53818462	-0.00032089	0.00162841
2897500000.000000	-2.53623052	-2.53557915	0.00012843	-0.00065137
2898000000.000000	-2.53753325	-2.53460211	0.00057789	-0.00293114
2898500000.000000	-2.53590484	-2.53362506	0.00044970	-0.00227978
2899000000.000000	-2.53590484	-2.53264801	0.00064256	-0.00325683
2899500000.000000	-2.53329938	-2.53362506	-0.00006428	0.00032568
2900000000.000000	-2.53297369	-2.53460211	-0.00032134	0.00162841
