100	-2.86440396	-2.86440832
150	-2.86458543	-2.86459276
200	-2.86467835	-2.86469053
250	-2.86473300	-2.86473212
300	-2.86480282	-2.86478862
350	-2.86483402	-2.86484125
400	-2.86489170	-2.86489310
450	-2.86489294	-2.86489470
500	-2.86491854	-2.86491300
550	-2.86489691	-2.86490059
600	-2.86497905	-2.86498052
650	-2.86503041	-2.86502764
700	-2.86507773	-2.86508216
750	-2.86507900	-2.86508092
800	-2.86510108	-2.86510180
850	-2.86516873	-2.86515476
900	-2.86513593	-2.86513557
950	-2.86515205	-2.86514893
1000	-2.86514814	-2.86514091
1050	-2.86507529	-2.86507705
1100	-2.86498599	-2.86498918
1150	-2.86493743	-2.86494130
1200	-2.86493010	-2.86493316
1250	-2.86493567	-2.86493407
1300	-2.86491482	-2.86492365
1350	-2.86496088	-2.86496700
1400	-2.86500256	-2.86500471
1450	-2.86500927	-2.86500279
1500	-2.86504249	-2.86504813
1550	-2.86506529	-2.86507731
1600	-2.86510300	-2.86509965
1650	-2.86513424	-2.86512395
1700	-2.86517954	-2.86517778
1750	-2.86519758	-2.86519074
1800	-2.86520566	-2.86520752
1850	-2.86524445	-2.86523673
1900	-2.86524416	-2.86524826
1950	-2.86525995	-2.86526174
2000	-2.86526177	-2.86525998
2050	-2.86525741	-2.86525783
2100	-2.86528079	-2.86528464
2150	-2.86527783	-2.86527291
2200	-2.86526962	-2.86527457
2250	-2.86528825	-2.86529799
2300	-2.86531291	-2.86531278
2350	-2.86532688	-2.86531265
2400	-2.86528744	-2.86528972
2450	-2.86524526	-2.86525171
2500	-2.86521543	-2.86521540
2550	-2.86523295	-2.86523800
2600	-2.86525920	-2.86525064
2650	-2.86526500	-2.86526975
2700	-2.86527666	-2.86527751
2750	-2.86530138	-2.86530151
2800	-2.86536140	-2.86535248
2850	-2.86542113	-2.86542579
2900	-2.86542159	-2.86541911
2950	-2.86544712	-2.86545536
3000	-2.86544784	-2.86544458
3050	-2.86546174	-2.86545666
3100	-2.86549519	-2.86549744
3150	-2.86555375	-2.86555427
3200	-2.86559417	-2.86556984
3250	-2.86555629	-2.86556023
3300	-2.86553704	-2.86554059
3350	-2.86553164	-2.86552059
3400	-2.86556700	-2.86555662
3450	-2.86558547	-2.86559228
3500	-2.86559091	-2.86559690
3550	-2.86561309	-2.86561048
3600	-2.86563006	-2.86563478
3650	-2.86566914	-2.86566666
3700	-2.86568305	-2.86568721
3750	-2.86570011	-2.86570252
3800	-2.86576463	-2.86576535
3850	-2.86580827	-2.86580296
3900	-2.86581534	-2.86580566
3950	-2.86582823	-2.86582618
4000	-2.86583748	-2.86584657
4050	-2.86587546	-2.86587745
4100	-2.86589321	-2.86589539
4150	-2.86594401	-2.86595102
4200	-2.86597606	-2.86597134
4250	-2.86597977	-2.86597505
4300	-2.86607295	-2.86606843
4350	-2.86613483	-2.86613861
4400	-2.86614105	-2.86613926
4450	-2.86613653	-2.86613467
4500	-2.86613982	-2.86613037
4550	-2.86611181	-2.86611285
4600	-2.86612926	-2.86612685
4650	-2.86615672	-2.86615128
4700	-2.86618277	-2.86617926
4750	-2.86620098	-2.86620156
4800	-2.86630259	-2.86630539
4850	-2.86634441	-2.86635219
4900	-2.86636053	-2.86635968
4950	-2.86638913	-2.86638118
