0	-2.56100130	-2.56100293
2	-2.56141654	-2.56139733
4	-2.56628322	-2.56624935
6	-2.55943867	-2.55946505
10	-2.56595949	-2.56597415
12	-2.56548595	-2.56547390
14	-2.56267726	-2.56266521
16	-2.56268606	-2.56269061
18	-2.56366375	-2.56367613
20	-2.56314918	-2.56316611
22	-2.56423891	-2.56422165
24	-2.56364454	-2.56363998
26	-2.55973179	-2.55974156
28	-2.56610670	-2.56610735
30	-2.56149503	-2.56150155
32	-2.55996204	-2.55995162
34	-2.56673494	-2.56673331
36	-2.56282740	-2.56285443
38	-2.56083325	-2.56083846
40	-2.56676849	-2.56677761
42	-2.56085246	-2.56081468
44	-2.56296061	-2.56293520
46	-2.56617281	-2.56616956
48	-2.56025060	-2.56026754
50	-2.56452909	-2.56453430
52	-2.56243723	-2.56241932
54	-2.56023041	-2.56022715
56	-2.56656884	-2.56655614
58	-2.56472353	-2.56472874
60	-2.56128269	-2.56127780
62	-2.56400865	-2.56399172
64	-2.56593637	-2.56594874
66	-2.56051180	-2.56051049
68	-2.56283424	-2.56284890
70	-2.56680301	-2.56681506
72	-2.56536838	-2.56538922
74	-2.56349831	-2.56350026
76	-2.56733029	-2.56734006
78	-2.56223531	-2.56225257
80	-2.56149438	-2.56150350
82	-2.56569732	-2.56569178
84	-2.56117489	-2.56119117
86	-2.56617868	-2.56617347
88	-2.56343317	-2.56343513
90	-2.56065054	-2.56064956
92	-2.56595298	-2.56595982
94	-2.56741595	-2.56742376
96	-2.56141720	-2.56142827
98	-2.56653628	-2.56652292
100	-2.56755925	-2.56756511
102	-2.56411906	-2.56414153
104	-2.56144488	-2.56145660
106	-2.56581619	-2.56579600
108	-2.56108793	-2.56111659
110	-2.56764913	-2.56762764
112	-2.56686261	-2.56687010
114	-2.56516645	-2.56516483
116	-2.56385037	-2.56386047
118	-2.56491112	-2.56490200
120	-2.56797221	-2.56798524
122	-2.56181746	-2.56181257
124	-2.56800739	-2.56801813
126	-2.56119964	-2.56117586
128	-2.56808327	-2.56809011
130	-2.56374257	-2.56375332
132	-2.56727753	-2.56725832
134	-2.56360220	-2.56360871
136	-2.56424608	-2.56423793
138	-2.56526709	-2.56530064
140	-2.56280558	-2.56280265
142	-2.56769473	-2.56768431
144	-2.56178196	-2.56181583
146	-2.56787679	-2.56787451
148	-2.56587905	-2.56587840
150	-2.56600802	-2.56599825
152	-2.56658708	-2.56659262
154	-2.56215650	-2.56216529
156	-2.56645062	-2.56643629
158	-2.56239261	-2.56241118
160	-2.56717983	-2.56713488
162	-2.56235190	-2.56232976
164	-2.56666525	-2.56665645
166	-2.56289319	-2.56290231
168	-2.56514203	-2.56515310
170	-2.56350678	-2.56350840
172	-2.56927592	-2.56926713
174	-2.56411417	-2.56415814
176	-2.56728111	-2.56728795
178	-2.56769603	-2.56772665
180	-2.56765044	-2.56767454
182	-2.56688704	-2.56686131
184	-2.56333677	-2.56333579
186	-2.56980255	-2.56979343
188	-2.56413599	-2.56413144
190	-2.57030638	-2.57031582
192	-2.56352957	-2.56354228
194	-2.57035165	-2.57034579
196	-2.56882322	-2.56881573
198	-2.57021096	-2.57019760
200	-2.56394417	-2.56394645
