2700000000	1.39423541	1.39421668
2701500000	1.39575303	1.39576085
2703000000	1.39536618	1.39538914
2704500000	1.39624568	1.39624335
2706000000	1.39712552	1.39710977
2707500000	1.39597548	1.39598063
2709000000	1.39486653	1.39489280
2710500000	1.39574006	1.39576601
2712000000	1.39549743	1.39549602
2713500000	1.39574679	1.39574201
2715000000	1.39449834	1.39447983
2716500000	1.39509146	1.39509467
2718000000	1.39446762	1.39446414
2719500000	1.39603269	1.39601385
2721000000	1.39375730	1.39377343
2722500000	1.39494382	1.39494105
2724000000	1.39581822	1.39578137
2725500000	1.39416142	1.39416452
2727000000	1.39346142	1.39345540
2728500000	1.39463583	1.39463502
2730000000	1.39397149	1.39396498
2731500000	1.39295770	1.39295086
2733000000	1.39518906	1.39516756
2734500000	1.39455979	1.39455392
2736000000	1.39328555	1.39327014
2737500000	1.39481577	1.39482999
2739000000	1.39606732	1.39605950
2740500000	1.39494941	1.39496342
2742000000	1.39432426	1.39436926
2743500000	1.39732657	1.39736294
2745000000	1.39649744	1.39649792
2746500000	1.39430537	1.39430831
2748000000	1.39462221	1.39462031
2749500000	1.39514542	1.39512897
2751000000	1.39605782	1.39607579
2752500000	1.39421532	1.39420859
2754000000	1.39561793	1.39561706
2755500000	1.39468235	1.39465293
2757000000	1.39650270	1.39650552
2758500000	1.39626767	1.39627879
2760000000	1.39507627	1.39506231
2761500000	1.39540759	1.39541959
2763000000	1.39631359	1.39635690
2764500000	1.39520361	1.39522429
2766000000	1.39696463	1.39696295
2767500000	1.39599838	1.39600897
2769000000	1.39546252	1.39545541
2770500000	1.39555089	1.39554601
2772000000	1.39180174	1.39178524
2773500000	1.39508880	1.39508093
2775000000	1.39497574	1.39498296
2776500000	1.39518749	1.39518770
2778000000	1.39481561	1.39482619
2779500000	1.39490463	1.39492824
2781000000	1.39628482	1.39627928
2782500000	1.39529914	1.39530185
2784000000	1.39364370	1.39363675
2785500000	1.39592727	1.39596554
2787000000	1.39459029	1.39460245
2788500000	1.39382944	1.39384334
2790000000	1.39482576	1.39481952
2791500000	1.39296834	1.39296546
2793000000	1.39580813	1.39579130
2794500000	1.39342853	1.39343993
2796000000	1.39557456	1.39557879
2797500000	1.39587696	1.39590019
2799000000	1.39450958	1.39452179
2800500000	1.39531097	1.39531608
2802000000	1.39669019	1.39666462
2803500000	1.39675152	1.39674148
2805000000	1.39546795	1.39544038
2806500000	1.39581594	1.39582577
2808000000	1.39567226	1.39569392
2809500000	1.39519601	1.39518776
2811000000	1.39598237	1.39599659
2812500000	1.39619971	1.39620356
2814000000	1.39503159	1.39503414
2815500000	1.39318866	1.39318812
2817000000	1.39598432	1.39595376
2818500000	1.39367545	1.39368821
2820000000	1.39462156	1.39464343
2821500000	1.39625491	1.39624612
2823000000	1.39626077	1.39625068
2824500000	1.39423275	1.39422379
2826000000	1.39582827	1.39582810
2827500000	1.39532476	1.39533925
2829000000	1.39571900	1.39568377
2830500000	1.39349111	1.39346365
2832000000	1.39544206	1.39544027
2833500000	1.39558547	1.39558286
2835000000	1.39539256	1.39540613
2836500000	1.39509874	1.39511187
2838000000	1.39528117	1.39528709
2839500000	1.39510503	1.39510585
2841000000	1.39507138	1.39506139
2842500000	1.39346636	1.39345974
2844000000	1.39470770	1.39473468
2845500000	1.39441171	1.39440085
2847000000	1.39234276	1.39231529
2848500000	1.39488281	1.39491076
2850000000	1.39568475	1.39565593
2851500000	1.39398821	1.39397573
2853000000	1.39527184	1.39526212
2854500000	1.39464848	1.39468061
2856000000	1.39460071	1.39464066
2857500000	1.39634686	1.39633915
2859000000	1.39600044	1.39601038
2860500000	1.39593357	1.39594312
2862000000	1.39451566	1.39452548
2863500000	1.39531580	1.39532579
2865000000	1.39559714	1.39557326
2866500000	1.39528839	1.39527705
2868000000	1.39417787	1.39419953
2869500000	1.39453199	1.39455088
2871000000	1.39608784	1.39605690
2872500000	1.39583174	1.39579896
2874000000	1.39520985	1.39522961
2875500000	1.39470086	1.39469940
2877000000	1.39636130	1.39634388
