0	-2.62307317	-2.62309532
2	-2.62743732	-2.62742006
4	-2.62333144	-2.62330506
6	-2.62808608	-2.62809064
10	-2.62353336	-2.62352262
12	-2.62332558	-2.62331418
14	-2.62863095	-2.62864170
16	-2.62336043	-2.62334479
18	-2.62567864	-2.62569362
20	-2.62579100	-2.62578057
22	-2.62506700	-2.62509241
24	-2.62824143	-2.62826032
26	-2.62343305	-2.62343664
28	-2.62623523	-2.62622806
30	-2.62896738	-2.62897878
32	-2.62537445	-2.62535393
34	-2.62540180	-2.62536826
36	-2.62531029	-2.62532820
38	-2.62809683	-2.62808087
40	-2.62775519	-2.62775291
42	-2.62399909	-2.62399714
44	-2.62852152	-2.62850165
46	-2.62538357	-2.62540083
48	-2.62539171	-2.62541483
50	-2.62561545	-2.62560308
52	-2.62886609	-2.62886837
54	-2.62386849	-2.62384830
56	-2.62755945	-2.62750865
58	-2.62914260	-2.62915888
60	-2.62436711	-2.62440619
62	-2.62398150	-2.62398508
64	-2.62947251	-2.62946567
66	-2.62800108	-2.62801052
68	-2.62502336	-2.62500415
70	-2.62898301	-2.62896217
72	-2.62769233	-2.62769331
74	-2.62612743	-2.62616683
76	-2.62495041	-2.62494911
78	-2.62937448	-2.62937448
80	-2.62652541	-2.62649740
82	-2.62423684	-2.62421534
84	-2.62882929	-2.62878695
86	-2.62758095	-2.62760798
88	-2.62438274	-2.62439805
90	-2.62806687	-2.62806556
92	-2.62788481	-2.62788123
94	-2.62469670	-2.62468465
96	-2.62854725	-2.62856516
98	-2.62825348	-2.62825576
100	-2.62545750	-2.62545489
102	-2.62871400	-2.62873028
104	-2.62639839	-2.62636289
106	-2.62646386	-2.62642803
108	-2.62536533	-2.62535100
110	-2.62538845	-2.62538161
112	-2.62983142	-2.63009326
114	-2.62858503	-2.62855409
116	-2.62468889	-2.62470550
118	-2.62464948	-2.62468693
120	-2.62899506	-2.62898171
122	-2.62843261	-2.62845052
124	-2.62695857	-2.62698918
126	-2.62706963	-2.62708754
128	-2.62602125	-2.62601832
130	-2.62689799	-2.62686119
132	-2.62522073	-2.62526404
134	-2.63032450	-2.63034697
136	-2.62667881	-2.62668760
138	-2.63037270	-2.63034274
140	-2.62634270	-2.62633033
142	-2.62656189	-2.62657068
144	-2.63048115	-2.63048897
146	-2.62873256	-2.62875829
148	-2.62508850	-2.62510087
150	-2.62839776	-2.62840721
152	-2.62551482	-2.62552394
154	-2.62803853	-2.62803267
156	-2.63029291	-2.63026913
158	-2.62532690	-2.62530736
160	-2.62957934	-2.62957673
162	-2.62578123	-2.62576917
164	-2.63074724	-2.63074756
166	-2.62667197	-2.62665731
168	-2.63060849	-2.63061989
170	-2.63034144	-2.63034046
172	-2.62905336	-2.62904001
174	-2.62713802	-2.62729891
176	-2.63080846	-2.63082377
178	-2.62705758	-2.62702729
180	-2.63026848	-2.63025545
182	-2.62824502	-2.62823296
184	-2.63108823	-2.63109930
186	-2.63095307	-2.63096642
188	-2.63092213	-2.63090552
190	-2.62626877	-2.62626030
192	-2.63104621	-2.63105859
194	-2.62791282	-2.62791673
196	-2.63097391	-2.63099410
198	-2.62618312	-2.62616846
200	-2.63017273	-2.63017631
